id,GV_CURBWGT,GV_DVLAT,GV_DVLONG,GV_ENERGY,GV_LANES,GV_MODELYR,GV_OTVEHWGT,GV_SPLIMIT,GV_WGTCDTR,OA_AGE,OA_BAGDEPLY,OA_HEIGHT,OA_MAIS,OA_SEX,OA_WEIGHT,VE_ORIGAVTW,VE_WHEELBAS,VE_PDOF_TR,GV_FOOTPRINT,Sample
14700,s05_1555_1675,s12_0_3,s12_n28_n20,s06_366_468,4,2002,s09_1855_2075,s5_40_50,Passenger Car,s02_10_20,Deployed,s3_170_180,1,Male,s1_below_70,147,265,s4_135_175,s1_below_4,1
14786,s11_2570_2735,s10_n16_n10,s13_n20_n6,s11_1099_1433,4,2004,s04_1135_1335,s5_40_50,Truck (<=10000 lbs.),s05_40_50,Deployed,s4_180_up,1,Male,s2_70_100,171,414,s5_175_up,s5_7_up,1
14867,s03_1035_1335,s10_n16_n10,s10_n48_n38,s10_877_1099,5,2002,s06_1455_1575,s5_40_50,Passenger Car,s03_20_30,Deployed,s2_165_170,1,Female,s1_below_70,143,260,s4_135_175,s1_below_4,1
14952,s06_1675_1935,s15_17_25,s13_n20_n6,s03_167_230,5,2004,s06_1455_1575,s4_30_40,Truck (<=6000 lbs.),s04_30_40,Deployed,s2_165_170,1,Female,s1_below_70,158,272,s1_below_95,s2_4_5,1
15029,s03_1035_1335,s13_3_13,s13_n20_n6,s01_below_113,2,2000,s04_1135_1335,s4_30_40,Passenger Car,s04_30_40,Not Deployed,s3_170_180,1,Male,s1_below_70,148,262,s1_below_95,s1_below_4,1
15123,s04_1335_1555,s16_25_31,s13_n20_n6,s03_167_230,2,2002,s13_2535_2645,s5_40_50,Passenger Car,s03_20_30,Not Deployed,s3_170_180,1,Male,s2_70_100,153,265,s1_below_95,s2_4_5,1
15211,s03_1035_1335,s13_3_13,s13_n20_n6,s02_113_167,4,2002,s07_1575_1695,s5_40_50,Passenger Car,s03_20_30,Deployed,s2_165_170,1,Female,s2_70_100,145,264,s2_95_125,s1_below_4,1
15298,s06_1675_1935,s08_n33_n26,s13_n20_n6,s07_468_577,2,2001,s03_1010_1135,s6_50_60,Truck (<=6000 lbs.),s08_70_80,Not Deployed,s4_180_up,1,Male,s2_70_100,159,305,s5_175_up,s2_4_5,1
15371,s06_1675_1935,s10_n16_n10,s14_n6_1,s01_below_113,2,2003,s04_1135_1335,s6_50_60,Truck (<=6000 lbs.),s02_10_20,Not Deployed,s4_180_up,1,Male,s2_70_100,150,265,s5_175_up,s1_below_4,1
15470,s04_1335_1555,s12_0_3,s13_n20_n6,s02_113_167,2,2001,s05_1335_1455,s8_70_up,Passenger Car,s06_50_60,Not Deployed,s1_below_165,1,Female,s1_below_70,151,272,s3_125_135,s2_4_5,1
15546,s05_1555_1675,s12_0_3,s16_17_28,s06_366_468,2,2000,s06_1455_1575,s5_40_50,Truck (<=6000 lbs.),s06_50_60,Deployed,s1_below_165,1,Female,s2_70_100,178,284,s5_175_up,s3_5_6,1
15633,s03_1035_1335,s10_n16_n10,s14_n6_1,s02_113_167,4,2000,s04_1135_1335,s5_40_50,Passenger Car,s05_40_50,Deployed,s2_165_170,1,Female,s3_100_130,149,262,s5_175_up,s1_below_4,1
15712,s08_2075_2210,s13_3_13,s13_n20_n6,s09_717_877,4,2002,s07_1575_1695,s6_50_60,Truck (<=10000 lbs.),s03_20_30,Deployed,s3_170_180,1,Male,s2_70_100,173,357,s3_125_135,s4_6_7,1
15790,s04_1335_1555,s10_n16_n10,s12_n28_n20,s08_577_717,2,2001,s10_2075_2255,s6_50_60,Passenger Car,s03_20_30,Not Deployed,s4_180_up,1,Female,s3_100_130,154,272,s4_135_175,s2_4_5,1
15880,s03_1035_1335,s08_n33_n26,s12_n28_n20,s10_877_1099,4,2000,s06_1455_1575,s5_40_50,Passenger Car,s04_30_40,Not Deployed,s1_below_165,1,Male,s1_below_70,148,260,s5_175_up,s1_below_4,1
15964,s04_1335_1555,s12_0_3,s16_17_28,s04_230_290,4,2001,s16_2955_3205,s7_60_70,Passenger Car,s04_30_40,Not Deployed,s4_180_up,1,Female,s1_below_70,154,267,s5_175_up,s2_4_5,1
16064,s03_1035_1335,s11_n10_0,s11_n38_n28,s06_366_468,2,2000,s08_1695_1855,s5_40_50,Passenger Car,s06_50_60,Deployed,s4_180_up,1,Male,s2_70_100,149,260,s4_135_175,s1_below_4,1
16165,s11_2570_2735,s13_3_13,s12_n28_n20,s08_577_717,4,2001,s06_1455_1575,s5_40_50,Truck (<=10000 lbs.),s06_50_60,Not Deployed,s4_180_up,1,Male,s3_100_130,174,393,s3_125_135,s4_6_7,1
16253,s06_1675_1935,s13_3_13,s13_n20_n6,s02_113_167,5,2002,s04_1135_1335,s4_30_40,Passenger Car,s04_30_40,Not Deployed,s4_180_up,1,Male,s3_100_130,156,276,s1_below_95,s2_4_5,1
16342,s04_1335_1555,s12_0_3,s11_n38_n28,s06_366_468,2,2001,s05_1335_1455,s5_40_50,Truck (<=6000 lbs.),s05_40_50,Deployed,s1_below_165,1,Female,s2_70_100,153,262,s4_135_175,s2_4_5,1
16434,s06_1675_1935,s11_n10_0,s14_n6_1,s02_113_167,4,2001,s06_1455_1575,s4_30_40,Truck (<=6000 lbs.),s06_50_60,Not Deployed,s4_180_up,1,Male,s3_100_130,159,305,s5_175_up,s2_4_5,1
16517,s03_1035_1335,s12_0_3,s12_n28_n20,s04_230_290,3,2001,s07_1575_1695,s4_30_40,Passenger Car,s05_40_50,Not Deployed,s2_165_170,1,Female,s1_below_70,148,267,s4_135_175,s1_below_4,1
16606,s06_1675_1935,s13_3_13,s12_n28_n20,s10_877_1099,3,2002,s09_1855_2075,s8_70_up,Truck (<=6000 lbs.),s04_30_40,Not Deployed,s1_below_165,1,Female,s1_below_70,161,307,s3_125_135,s2_4_5,1
16690,s06_1675_1935,s13_3_13,s14_n6_1,s10_877_1099,5,2003,s08_1695_1855,s7_60_70,Passenger Car,s08_70_80,Not Deployed,s3_170_180,1,Male,s2_70_100,159,293,s4_135_175,s2_4_5,1
16778,s07_1935_2075,s11_n10_0,s12_n28_n20,s02_113_167,3,2001,s04_1135_1335,s5_40_50,Truck (<=6000 lbs.),s07_60_70,Deployed,s4_180_up,1,Male,s2_70_100,162,303,s4_135_175,s2_4_5,1
16888,s04_1335_1555,s15_17_25,s13_n20_n6,s06_366_468,2,2000,s13_2535_2645,s5_40_50,Passenger Car,s05_40_50,Not Deployed,s1_below_165,1,Female,s2_70_100,150,272,s1_below_95,s2_4_5,1
16963,s03_1035_1335,s11_n10_0,s08_n64_n54,s10_877_1099,4,2002,s12_2400_2535,s4_30_40,Passenger Car,s03_20_30,Deployed,s1_below_165,1,Female,s1_below_70,144,241,s2_95_125,s1_below_4,1
17059,s06_1675_1935,s12_0_3,s15_1_17,s05_290_366,3,2001,s07_1575_1695,s6_50_60,Passenger Car,s03_20_30,Not Deployed,s4_180_up,1,Male,s3_100_130,164,291,s5_175_up,s2_4_5,1
17167,s03_1035_1335,s13_3_13,s13_n20_n6,s03_167_230,5,2000,s09_1855_2075,s5_40_50,Passenger Car,s03_20_30,Deployed,s4_180_up,1,Male,s2_70_100,149,262,s2_95_125,s1_below_4,1
17250,s05_1555_1675,s12_0_3,s14_n6_1,s05_290_366,5,2001,s05_1335_1455,s7_60_70,Truck (<=6000 lbs.),s03_20_30,Deployed,s3_170_180,1,Female,s1_below_70,147,236,s4_135_175,s1_below_4,1
17358,s10_2350_2570,s11_n10_0,s14_n6_1,s01_below_113,2,2001,s08_1695_1855,s5_40_50,Truck (<=10000 lbs.),s04_30_40,Not Deployed,s4_180_up,1,Male,s3_100_130,167,295,s5_175_up,s2_4_5,1
17426,s06_1675_1935,s16_25_31,s11_n38_n28,s10_877_1099,2,2000,s05_1335_1455,s6_50_60,Truck (<=6000 lbs.),s04_30_40,Deployed,s3_170_180,1,Female,s2_70_100,162,307,s2_95_125,s2_4_5,1
17514,s04_1335_1555,s07_n41_n33,s12_n28_n20,s13_1833_2554,2,2000,s04_1135_1335,s4_30_40,Passenger Car,s07_60_70,Deployed,s2_165_170,1,Female,s1_below_70,152,274,s5_175_up,s2_4_5,1
17594,s03_1035_1335,s12_0_3,s15_1_17,s01_below_113,5,2002,s04_1135_1335,s7_60_70,Passenger Car,s04_30_40,Not Deployed,s3_170_180,1,Female,s2_70_100,145,264,s5_175_up,s1_below_4,1
17682,s10_2350_2570,s12_0_3,s13_n20_n6,s01_below_113,2,2000,s02_780_1010,s5_40_50,Truck (<=10000 lbs.),s05_40_50,Not Deployed,s2_165_170,1,Female,s1_below_70,163,299,s3_125_135,s2_4_5,1
17779,s04_1335_1555,s13_3_13,s13_n20_n6,s04_230_290,2,2000,s08_1695_1855,s5_40_50,Passenger Car,s03_20_30,Not Deployed,s4_180_up,1,Male,s2_70_100,157,276,s2_95_125,s2_4_5,1
17860,s04_1335_1555,s14_13_17,s13_n20_n6,s07_468_577,2,2000,s04_1135_1335,s4_30_40,Passenger Car,s04_30_40,Not Deployed,s3_170_180,1,Male,s2_70_100,150,272,s1_below_95,s2_4_5,1
17947,s04_1335_1555,s12_0_3,s13_n20_n6,s04_230_290,2,2000,s09_1855_2075,s4_30_40,Passenger Car,s03_20_30,Not Deployed,s4_180_up,1,Male,s3_100_130,157,270,s4_135_175,s2_4_5,1
18063,s04_1335_1555,s11_n10_0,s12_n28_n20,s02_113_167,2,2010,s06_1455_1575,s6_50_60,Passenger Car,s08_70_80,Deployed,s4_180_up,1,Male,s1_below_70,153,278,s4_135_175,s2_4_5,1
18177,s05_1555_1675,s12_0_3,s11_n38_n28,s07_468_577,4,2008,s05_1335_1455,s5_40_50,Passenger Car,s06_50_60,Not Deployed,s3_170_180,1,Female,s1_below_70,165,287,s4_135_175,s2_4_5,1
18285,s04_1335_1555,s12_0_3,s16_17_28,s05_290_366,2,2010,s06_1455_1575,s5_40_50,Passenger Car,s02_10_20,Not Deployed,s4_180_up,1,Male,s1_below_70,154,278,s5_175_up,s2_4_5,1
18395,s04_1335_1555,s12_0_3,s11_n38_n28,s05_290_366,3,2008,s04_1135_1335,s4_30_40,Passenger Car,s03_20_30,Deployed,s4_180_up,1,Male,s2_70_100,159,280,s4_135_175,s2_4_5,1
18507,s04_1335_1555,s12_0_3,s12_n28_n20,s03_167_230,2,2010,s08_1695_1855,s3_20_30,Passenger Car,s03_20_30,Not Deployed,s3_170_180,1,Male,s3_100_130,157,280,s4_135_175,s2_4_5,1
18621,s05_1555_1675,s12_0_3,s11_n38_n28,s04_230_290,4,2010,s05_1335_1455,s4_30_40,Truck (<=6000 lbs.),s05_40_50,Deployed,s3_170_180,1,Male,s2_70_100,153,262,s4_135_175,s2_4_5,1
18710,s04_1335_1555,s15_17_25,s08_n64_n54,s05_290_366,4,2009,s05_1335_1455,s4_30_40,Passenger Car,s03_20_30,Deployed,s4_180_up,1,Male,s2_70_100,158,274,s1_below_95,s2_4_5,1
18806,s03_1035_1335,s11_n10_0,s12_n28_n20,s07_468_577,2,2010,s07_1575_1695,s4_30_40,Passenger Car,s04_30_40,Deployed,s2_165_170,1,Female,s1_below_70,152,260,s4_135_175,s1_below_4,1
18911,s04_1335_1555,s11_n10_0,s12_n28_n20,s07_468_577,2,2010,s08_1695_1855,s7_60_70,Passenger Car,s05_40_50,Deployed,s4_180_up,1,Male,s2_70_100,157,280,s4_135_175,s2_4_5,1
18998,s03_1035_1335,s12_0_3,s12_n28_n20,s03_167_230,2,2008,s09_1855_2075,s6_50_60,Passenger Car,s05_40_50,Not Deployed,s2_165_170,1,Male,s2_70_100,150,250,s4_135_175,s1_below_4,1
19090,s04_1335_1555,s11_n10_0,s12_n28_n20,s02_113_167,4,2008,s10_2075_2255,s4_30_40,Passenger Car,s05_40_50,Deployed,s1_below_165,1,Female,s1_below_70,155,268,s4_135_175,s2_4_5,1
19177,s12_2735_2910,s11_n10_0,s13_n20_n6,s03_167_230,4,2005,s05_1335_1455,s4_30_40,Truck (<=10000 lbs.),s05_40_50,Not Deployed,s1_below_165,1,Female,s3_100_130,174,394,s4_135_175,s4_6_7,1
31,s04_1335_1555,s12_0_3,s11_n38_n28,s10_877_1099,4,2007,s05_1335_1455,s4_30_40,Passenger Car,s04_30_40,Deployed,s3_170_180,2,Male,s1_below_70,154,285,s4_135_175,s2_4_5,1
93,s03_1035_1335,s15_17_25,s12_n28_n20,s05_290_366,2,2002,s10_2075_2255,s3_20_30,Passenger Car,s02_10_20,Not Deployed,s3_170_180,2,Male,s2_70_100,147,261,s1_below_95,s1_below_4,1
223,s05_1555_1675,s11_n10_0,s13_n20_n6,s04_230_290,3,2005,s07_1575_1695,s4_30_40,Truck (<=6000 lbs.),s06_50_60,Deployed,s1_below_165,2,Female,s1_below_70,157,286,s4_135_175,s2_4_5,1
299,s09_2210_2350,s20_61_up,s15_1_17,s15_3893_up,2,2005,s09_1855_2075,s3_20_30,Truck (<=6000 lbs.),s07_60_70,Not Deployed,s1_below_165,2,Female,s2_70_100,159,326,s1_below_95,s3_5_6,1
355,s05_1555_1675,s15_17_25,s13_n20_n6,s05_290_366,3,2006,s07_1575_1695,s6_50_60,Passenger Car,s04_30_40,Deployed,s1_below_165,2,Female,s1_below_70,157,281,s1_below_95,s2_4_5,1
424,s06_1675_1935,s10_n16_n10,s13_n20_n6,s05_290_366,3,2003,s06_1455_1575,s4_30_40,Passenger Car,s04_30_40,Deployed,s4_180_up,2,Male,s2_70_100,159,293,s5_175_up,s2_4_5,1
482,s07_1935_2075,s12_0_3,s13_n20_n6,s05_290_366,5,2003,s12_2400_2535,s5_40_50,Truck (<=6000 lbs.),s03_20_30,Not Deployed,s3_170_180,2,Female,s1_below_70,158,287,s3_125_135,s2_4_5,1
598,s03_1035_1335,s13_3_13,s13_n20_n6,s07_468_577,4,2006,s06_1455_1575,s4_30_40,Passenger Car,s09_80_90,Not Deployed,s2_165_170,2,Male,s2_70_100,146,260,s4_135_175,s1_below_4,1
740,s04_1335_1555,s13_3_13,s13_n20_n6,s04_230_290,2,2005,s06_1455_1575,s7_60_70,Truck (<=6000 lbs.),s06_50_60,Deployed,s2_165_170,2,Male,s3_100_130,154,262,s4_135_175,s2_4_5,1
783,s04_1335_1555,s10_n16_n10,s13_n20_n6,s05_290_366,2,2004,s09_1855_2075,s6_50_60,Passenger Car,s06_50_60,Deployed,s2_165_170,2,Female,s2_70_100,153,257,s5_175_up,s1_below_4,1
829,s04_1335_1555,s13_3_13,s12_n28_n20,s09_717_877,3,2007,s07_1575_1695,s5_40_50,Passenger Car,s04_30_40,Deployed,s1_below_165,2,Female,s1_below_70,156,272,s2_95_125,s2_4_5,1
922,s06_1675_1935,s09_n26_n16,s13_n20_n6,s11_1099_1433,2,2008,s04_1135_1335,s4_30_40,Truck (<=6000 lbs.),s08_70_80,Deployed,s1_below_165,2,Female,s1_below_70,155,272,s5_175_up,s2_4_5,1
996,s04_1335_1555,s12_0_3,s12_n28_n20,s07_468_577,4,2007,s06_1455_1575,s4_30_40,Passenger Car,s03_20_30,Deployed,s2_165_170,2,Female,s2_70_100,158,277,s4_135_175,s2_4_5,1
1105,s03_1035_1335,s14_13_17,s13_n20_n6,s04_230_290,3,2009,s09_1855_2075,s4_30_40,Passenger Car,s06_50_60,Not Deployed,s4_180_up,2,Male,s2_70_100,147,270,s1_below_95,s1_below_4,1
1132,s04_1335_1555,s09_n26_n16,s12_n28_n20,s09_717_877,3,2007,s09_1855_2075,s7_60_70,Truck (<=6000 lbs.),s07_60_70,Not Deployed,s1_below_165,2,Female,s2_70_100,148,262,s4_135_175,s1_below_4,1
1207,s10_2350_2570,s11_n10_0,s13_n20_n6,s06_366_468,5,2008,s03_1010_1135,s5_40_50,Truck (<=10000 lbs.),s06_50_60,Deployed,s3_170_180,2,Male,s3_100_130,173,364,s4_135_175,s4_6_7,1
1254,s07_1935_2075,s12_0_3,s12_n28_n20,s08_577_717,7,2007,s03_1010_1135,s4_30_40,Truck (<=6000 lbs.),s04_30_40,Deployed,s3_170_180,2,Male,s1_below_70,162,282,s4_135_175,s2_4_5,1
1384,s05_1555_1675,s13_3_13,s13_n20_n6,s04_230_290,1,2001,s04_1135_1335,s5_40_50,Passenger Car,s04_30_40,Deployed,s1_below_165,2,Female,s2_70_100,155,276,s2_95_125,s2_4_5,1
1494,s03_1035_1335,s15_17_25,s13_n20_n6,s02_113_167,2,2002,s06_1455_1575,s5_40_50,Passenger Car,s02_10_20,Deployed,s1_below_165,2,Female,s1_below_70,147,262,s1_below_95,s1_below_4,1
1553,s04_1335_1555,s16_25_31,s13_n20_n6,s13_1833_2554,2,2007,s07_1575_1695,s5_40_50,Passenger Car,s06_50_60,Deployed,s4_180_up,2,Male,s2_70_100,158,276,s2_95_125,s2_4_5,1
1644,s04_1335_1555,s14_13_17,s13_n20_n6,s02_113_167,3,2001,s10_2075_2255,s3_20_30,Truck (<=6000 lbs.),s03_20_30,Not Deployed,s2_165_170,2,Female,s2_70_100,154,262,s1_below_95,s2_4_5,1
1722,s04_1335_1555,s12_0_3,s12_n28_n20,s03_167_230,2,2006,s06_1455_1575,s3_20_30,Truck (<=6000 lbs.),s03_20_30,Deployed,s3_170_180,2,Male,s2_70_100,148,237,s4_135_175,s1_below_4,1
1798,s07_1935_2075,s12_0_3,s11_n38_n28,s13_1833_2554,3,2003,s04_1135_1335,s4_30_40,Truck (<=6000 lbs.),s04_30_40,Deployed,s4_180_up,2,Male,s1_below_70,166,283,s4_135_175,s2_4_5,1
1938,s05_1555_1675,s11_n10_0,s10_n48_n38,s13_1833_2554,4,2003,s08_1695_1855,s5_40_50,Passenger Car,s02_10_20,Deployed,s3_170_180,2,Male,s1_below_70,158,285,s4_135_175,s2_4_5,1
2087,s04_1335_1555,s13_3_13,s13_n20_n6,s04_230_290,3,2003,s06_1455_1575,s6_50_60,Passenger Car,s09_80_90,Not Deployed,s2_165_170,2,Female,s1_below_70,157,277,s2_95_125,s2_4_5,1
2198,s04_1335_1555,s11_n10_0,s14_n6_1,s10_877_1099,3,2008,s06_1455_1575,s4_30_40,Passenger Car,s03_20_30,Not Deployed,s2_165_170,2,Male,s2_70_100,158,277,s5_175_up,s2_4_5,1
2337,s04_1335_1555,s13_3_13,s13_n20_n6,s01_below_113,5,2007,s12_2400_2535,s5_40_50,Passenger Car,s04_30_40,Deployed,s1_below_165,2,Female,s1_below_70,156,273,s2_95_125,s2_4_5,1
2393,s07_1935_2075,s12_0_3,s12_n28_n20,s06_366_468,2,2008,s03_1010_1135,s4_30_40,Truck (<=10000 lbs.),s04_30_40,Deployed,s4_180_up,2,Male,s2_70_100,170,310,s4_135_175,s3_5_6,1
2470,s04_1335_1555,s10_n16_n10,s13_n20_n6,s04_230_290,4,2008,s10_2075_2255,s5_40_50,Passenger Car,s02_10_20,Deployed,s3_170_180,2,Male,s2_70_100,152,264,s5_175_up,s2_4_5,1
2516,s06_1675_1935,s13_3_13,s13_n20_n6,s05_290_366,2,2007,s09_1855_2075,s3_20_30,Truck (<=6000 lbs.),s03_20_30,Not Deployed,s1_below_165,2,Female,s1_below_70,158,277,s1_below_95,s2_4_5,1
2623,s03_1035_1335,s09_n26_n16,s12_n28_n20,s11_1099_1433,4,2003,s04_1135_1335,s4_30_40,Passenger Car,s03_20_30,Deployed,s1_below_165,2,Female,s2_70_100,144,248,s5_175_up,s1_below_4,1
2715,s04_1335_1555,s11_n10_0,s11_n38_n28,s08_577_717,4,2006,s04_1135_1335,s4_30_40,Passenger Car,s03_20_30,Deployed,s1_below_165,2,Female,s2_70_100,157,273,s4_135_175,s2_4_5,1
2813,s04_1335_1555,s11_n10_0,s13_n20_n6,s06_366_468,4,2002,s10_2075_2255,s4_30_40,Passenger Car,s05_40_50,Not Deployed,s3_170_180,2,Male,s2_70_100,151,271,s4_135_175,s2_4_5,1
2904,s11_2570_2735,s11_n10_0,s07_n73_n64,s09_717_877,2,2009,s04_1135_1335,s4_30_40,Truck (<=10000 lbs.),s04_30_40,Deployed,s3_170_180,2,Female,s2_70_100,173,313,s4_135_175,s3_5_6,1
3023,s04_1335_1555,s12_0_3,s18_39_53,s11_1099_1433,2,2001,s18_3310_3675,s7_60_70,Truck (<=6000 lbs.),s08_70_80,Not Deployed,s2_165_170,2,Male,s3_100_130,145,295,s5_175_up,s2_4_5,1
3094,s03_1035_1335,s13_3_13,s10_n48_n38,s07_468_577,7,2003,s11_2255_2400,s4_30_40,Passenger Car,s03_20_30,Deployed,s3_170_180,2,Male,s2_70_100,149,262,s2_95_125,s1_below_4,1
3230,s03_1035_1335,s13_3_13,s11_n38_n28,s07_468_577,6,2003,s09_1855_2075,s4_30_40,Truck (<=6000 lbs.),s07_60_70,Deployed,s1_below_165,2,Female,s1_below_70,167,262,s3_125_135,s2_4_5,1
3269,s03_1035_1335,s13_3_13,s13_n20_n6,s02_113_167,4,2003,s05_1335_1455,s4_30_40,Passenger Car,s03_20_30,Deployed,s4_180_up,2,Male,s2_70_100,150,251,s2_95_125,s1_below_4,1
3358,s03_1035_1335,s11_n10_0,s11_n38_n28,s05_290_366,2,2005,s05_1335_1455,s5_40_50,Passenger Car,s07_60_70,Deployed,s1_below_165,2,Female,s2_70_100,146,259,s4_135_175,s1_below_4,1
3465,s03_1035_1335,s12_0_3,s16_17_28,s03_167_230,4,2000,s09_1855_2075,s5_40_50,Passenger Car,s06_50_60,Not Deployed,s3_170_180,2,Male,s2_70_100,148,262,s5_175_up,s1_below_4,1
3547,s03_1035_1335,s13_3_13,s13_n20_n6,s05_290_366,2,2001,s08_1695_1855,s5_40_50,Passenger Car,s07_60_70,Not Deployed,s1_below_165,2,Female,s2_70_100,147,262,s3_125_135,s1_below_4,1
3697,s03_1035_1335,s12_0_3,s11_n38_n28,s08_577_717,2,2001,s09_1855_2075,s6_50_60,Passenger Car,s06_50_60,Deployed,s2_165_170,2,Male,s2_70_100,157,247,s4_135_175,s1_below_4,1
3816,s08_2075_2210,s10_n16_n10,s13_n20_n6,s04_230_290,3,2009,s09_1855_2075,s5_40_50,Truck (<=10000 lbs.),s04_30_40,Deployed,s4_180_up,2,Male,s3_100_130,170,343,s4_135_175,s3_5_6,1
3866,s07_1935_2075,s12_0_3,s13_n20_n6,s04_230_290,2,2004,s06_1455_1575,s6_50_60,Truck (<=6000 lbs.),s05_40_50,Not Deployed,s1_below_165,2,Female,s1_below_70,158,271,s3_125_135,s2_4_5,1
3941,s07_1935_2075,s14_13_17,s12_n28_n20,s12_1433_1833,5,2004,s09_1855_2075,s5_40_50,Truck (<=6000 lbs.),s05_40_50,Deployed,s4_180_up,2,Male,s3_100_130,161,308,s2_95_125,s2_4_5,1
4048,s07_1935_2075,s15_17_25,s13_n20_n6,s09_717_877,2,2003,s07_1575_1695,s4_30_40,Truck (<=6000 lbs.),s03_20_30,Not Deployed,s4_180_up,2,Male,s3_100_130,155,289,s1_below_95,s2_4_5,1
4209,s08_2075_2210,s10_n16_n10,s13_n20_n6,s11_1099_1433,2,2005,s06_1455_1575,s6_50_60,Truck (<=6000 lbs.),s09_80_90,Deployed,s4_180_up,2,Male,s3_100_130,158,287,s4_135_175,s2_4_5,1
4317,s03_1035_1335,s11_n10_0,s13_n20_n6,s06_366_468,4,2007,s03_1010_1135,s4_30_40,Passenger Car,s03_20_30,Deployed,s2_165_170,2,Male,s1_below_70,150,270,s4_135_175,s2_4_5,1
4416,s03_1035_1335,s11_n10_0,s11_n38_n28,s10_877_1099,2,2006,s06_1455_1575,s5_40_50,Passenger Car,s06_50_60,Deployed,s4_180_up,2,Male,s3_100_130,151,265,s4_135_175,s2_4_5,1
4543,s05_1555_1675,s13_3_13,s11_n38_n28,s10_877_1099,6,2007,s04_1135_1335,s5_40_50,Passenger Car,s03_20_30,Deployed,s3_170_180,2,Female,s3_100_130,156,258,s3_125_135,s2_4_5,1
4627,s04_1335_1555,s12_0_3,s11_n38_n28,s08_577_717,5,2006,s10_2075_2255,s5_40_50,Truck (<=6000 lbs.),s03_20_30,Deployed,s1_below_165,2,Female,s1_below_70,148,283,s3_125_135,s2_4_5,1
4685,s05_1555_1675,s13_3_13,s10_n48_n38,s09_717_877,4,2003,s05_1335_1455,s6_50_60,Truck (<=6000 lbs.),s04_30_40,Deployed,s4_180_up,2,Male,s2_70_100,154,262,s3_125_135,s2_4_5,1
4779,s04_1335_1555,s12_0_3,s16_17_28,s07_468_577,4,2006,s10_2075_2255,s5_40_50,Passenger Car,s03_20_30,Deployed,s4_180_up,2,Male,s2_70_100,152,270,s5_175_up,s2_4_5,1
4878,s03_1035_1335,s12_0_3,s09_n54_n48,s10_877_1099,3,2000,s04_1135_1335,s7_60_70,Passenger Car,s05_40_50,Deployed,s1_below_165,2,Male,s2_70_100,145,264,s4_135_175,s1_below_4,1
5043,s03_1035_1335,s12_0_3,s12_n28_n20,s05_290_366,3,2001,s05_1335_1455,s5_40_50,Passenger Car,s03_20_30,Deployed,s2_165_170,2,Female,s2_70_100,147,267,s4_135_175,s1_below_4,1
5107,s04_1335_1555,s16_25_31,s13_n20_n6,s13_1833_2554,4,2008,s09_1855_2075,s4_30_40,Passenger Car,s04_30_40,Deployed,s3_170_180,2,Female,s3_100_130,153,285,s1_below_95,s2_4_5,1
5287,s05_1555_1675,s11_n10_0,s11_n38_n28,s08_577_717,2,2002,s13_2535_2645,s3_20_30,Truck (<=6000 lbs.),s05_40_50,Deployed,s2_165_170,2,Male,s2_70_100,150,310,s4_135_175,s2_4_5,1
5372,s06_1675_1935,s13_3_13,s13_n20_n6,s06_366_468,2,2009,s05_1335_1455,s1_below_10,Truck (<=6000 lbs.),s03_20_30,Not Deployed,s3_170_180,2,Male,s2_70_100,162,270,s1_below_95,s2_4_5,1
5498,s04_1335_1555,s12_0_3,s18_39_53,s14_2554_3893,6,2004,s06_1455_1575,s4_30_40,Passenger Car,s02_10_20,Not Deployed,s4_180_up,2,Male,s1_below_70,149,252,s5_175_up,s1_below_4,1
5590,s05_1555_1675,s13_3_13,s13_n20_n6,s02_113_167,2,2004,s08_1695_1855,s4_30_40,Passenger Car,s07_60_70,Not Deployed,s4_180_up,2,Male,s2_70_100,157,279,s1_below_95,s2_4_5,1
5699,s04_1335_1555,s08_n33_n26,s13_n20_n6,s07_468_577,2,2002,s09_1855_2075,s3_20_30,Passenger Car,s08_70_80,Deployed,s2_165_170,2,Male,s2_70_100,155,280,s5_175_up,s2_4_5,1
5795,s03_1035_1335,s12_0_3,s08_n64_n54,s14_2554_3893,2,2007,s09_1855_2075,s5_40_50,Passenger Car,s06_50_60,Deployed,s4_180_up,2,Male,s2_70_100,149,273,s4_135_175,s2_4_5,1
5943,s06_1675_1935,s13_3_13,s14_n6_1,s07_468_577,2,2007,s05_1335_1455,s3_20_30,Truck (<=6000 lbs.),s06_50_60,Deployed,s3_170_180,2,Female,s2_70_100,168,303,s4_135_175,s3_5_6,1
6082,s09_2210_2350,s13_3_13,s11_n38_n28,s13_1833_2554,4,2001,s06_1455_1575,s5_40_50,Truck (<=10000 lbs.),s05_40_50,Deployed,s4_180_up,2,Male,s4_130_up,167,295,s3_125_135,s2_4_5,1
6160,s06_1675_1935,s14_13_17,s13_n20_n6,s11_1099_1433,5,2004,s06_1455_1575,s6_50_60,Truck (<=6000 lbs.),s05_40_50,Deployed,s4_180_up,2,Male,s2_70_100,166,282,s1_below_95,s2_4_5,1
6252,s03_1035_1335,s16_25_31,s14_n6_1,s05_290_366,1,2007,s13_2535_2645,s1_below_10,Passenger Car,s07_60_70,Not Deployed,s1_below_165,2,Female,s2_70_100,149,262,s1_below_95,s1_below_4,1
6355,s04_1335_1555,s11_n10_0,s13_n20_n6,s03_167_230,6,2002,s10_2075_2255,s5_40_50,Passenger Car,s02_10_20,Not Deployed,s3_170_180,2,Male,s1_below_70,155,272,s4_135_175,s2_4_5,1
