GV_CURBWGT,GV_DVLAT,GV_DVLONG,GV_ENERGY,GV_LANES,GV_MODELYR,GV_OTVEHWGT,GV_SPLIMIT,GV_WGTCDTR,OA_AGE,OA_BAGDEPLY,OA_HEIGHT,OA_MAIS,OA_MANUSE,OA_SEX,OA_WEIGHT,VE_GAD1,VE_ORIGAVTW,VE_WHEELBAS,VE_PDOF_TR,GV_FOOTPRINT
1500,-38,14,1654,2,2008,1440,30,Passenger Car,44,Not Deployed,173,1,1,Female,126,Right,158,282,245,4.4556
1110,0,60,1646,5,2004,1500,45,Passenger Car,28,Not Deployed,170,0,1,Female,78,Rear,147,262,315,3.8514
1000,0,-61,1643,3,2002,1615,35,Passenger Car,43,Deployed,165,2,1,Female,54,Front,144,244,135,3.5136
1260,-12,-67,1640,2,2001,1800,40,Passenger Car,78,Deployed,152,6,0,Female,44,Front,147,256,145,3.7632
1760,33,-19,1639,2,2003,1590,45,Truck (<=6000 lbs.),51,Not Deployed,165,3,1,Female,111,Left,163,282,75,4.5966
1520,-22,-27,1639,4,2003,1710,45,Passenger Car,79,Deployed,160,2,1,Female,64,Front,156,277,175,4.3212
1600,-32,-18,1639,4,2002,1580,45,Passenger Car,80,Not Deployed,168,1,1,Female,76,Right,157,276,195,4.3332
1570,0,-48,1638,3,2004,1980,55,Passenger Car,16,Deployed,163,1,1,Female,52,Front,153,285,135,4.3605
1830,-27,-16,1638,3,2002,1050,50,Truck (<=6000 lbs.),39,Not Deployed,175,1,0,Female,91,Right,159,305,195,4.8495
1810,-9,-23,1637,5,2000,2140,45,Passenger Car,30,Deployed,150,0,1,Female,50,Front,159,293,155,4.6587
1200,-27,-22,1634,6,2002,1380,45,Passenger Car,25,Deployed,168,2,1,Female,82,Right,145,264,185,3.828
1430,-7,38,1632,3,2002,2630,65,Truck (<=6000 lbs.),23,Not Deployed,168,1,1,Female,50,Rear,148,262,305,3.8776
1220,-17,-29,1629,4,2002,1560,40,Passenger Car,58,Deployed,152,1,1,Female,73,Front,149,261,165,3.8889
1640,0,-55,1625,4,2006,2340,50,Truck (<=6000 lbs.),19,Not Deployed,163,0,1,Female,50,Front,154,264,135,4.0656
2020,-51,9,1625,6,2003,1740,45,Truck (<=10000 lbs.),48,Not Deployed,168,3,1,Female,82,Right,158,287,235,4.5346
1590,35,-20,1621,2,2002,1250,30,Passenger Car,83,Not Deployed,155,5,0,Female,61,Left,157,287,75,4.5059
1160,48,-9,1620,2,2000,1530,65,Passenger Car,32,Not Deployed,160,5,0,Female,115,Left,148,267,55,3.9516
1430,0,-64,1620,2,2006,1880,55,Passenger Car,24,Deployed,157,4,1,Female,61,Front,153,274,135,4.1922
1830,8,-44,1616,2,2001,1390,30,Truck (<=10000 lbs.),50,Deployed,163,3,1,Female,66,Front,167,302,125,5.0434
1340,7,-38,1603,4,2002,1180,45,Passenger Car,43,Deployed,165,1,1,Female,59,Front,151,271,125,4.0921
1420,0,49,1600,2,2001,2000,60,Passenger Car,78,Deployed,165,4,1,Female,77,Rear,154,272,315,4.1888
1570,36,-13,1599,2,2003,2560,55,Passenger Car,75,Not Deployed,188,5,0,Female,113,Left,157,281,65,4.4117
1240,42,7,1597,2,2005,1470,25,Passenger Car,17,Not Deployed,165,4,1,Female,57,Left,147,267,35,3.9249
1840,15,-26,1592,2,2002,1420,40,Truck (<=6000 lbs.),42,Deployed,170,2,1,Female,78,Front,159,285,105,4.5315
1660,32,-12,1586,3,2000,1510,30,Truck (<=6000 lbs.),62,Not Deployed,168,3,1,Female,100,Left,162,288,65,4.6656
1160,-45,-38,1585,5,2004,1680,35,Passenger Car,38,Deployed,170,3,1,Female,61,Front,147,260,185,3.822
1520,-43,-16,1584,4,2003,2340,35,Passenger Car,25,Deployed,157,2,1,Female,54,Right,156,277,205,4.3212
1630,-30,-18,1583,2,2000,1440,35,Passenger Car,17,Not Deployed,165,3,1,Female,68,Right,158,285,195,4.503
1090,0,51,1582,4,2000,1620,55,Passenger Car,22,Not Deployed,170,0,1,Female,78,Rear,146,247,315,3.6062
1410,0,-51,1582,4,2002,1400,40,Passenger Car,57,Deployed,170,5,0,Female,145,Front,151,274,135,4.1374
1490,0,43,1579,5,2005,1650,65,Truck (<=6000 lbs.),55,Deployed,165,1,1,Female,61,Rear,153,262,315,4.0086
1840,0,-42,1579,6,2005,1650,45,Truck (<=6000 lbs.),21,Deployed,168,1,1,Female,64,Front,154,262,135,4.0348
1870,-28,-24,1574,3,2002,1940,40,Truck (<=6000 lbs.),17,Not Deployed,160,1,1,Female,57,Right,162,307,185,4.9734
1760,0,-145,1574,4,2001,1760,65,Truck (<=6000 lbs.),45,Deployed,168,5,1,Female,126,Front,145,269,135,3.9005
1600,16,-29,1572,2,2008,1850,45,Passenger Car,62,Deployed,163,1,1,Female,70,Front,153,287,105,4.3911
1550,-37,7,1566,2,2003,1520,25,Passenger Car,42,Not Deployed,163,2,1,Female,57,Right,157,281,235,4.4117
2170,0,-31,1564,3,2008,2010,70,Truck (<=10000 lbs.),31,Deployed,157,2,1,Female,66,Front,171,302,135,5.1642
1590,0,-40,1561,2,2006,1170,30,Truck (<=6000 lbs.),64,Deployed,165,3,1,Female,68,Front,154,262,135,4.0348
2060,-29,-24,1561,4,2003,2240,45,Truck (<=6000 lbs.),63,Not Deployed,165,3,0,Female,100,Right,158,287,185,4.5346
1170,31,-26,1552,3,2003,1580,40,Passenger Car,25,Not Deployed,165,4,1,Female,66,Left,150,262,85,3.93
1310,27,-75,1551,2,2000,2310,45,Passenger Car,45,Deployed,170,5,1,Female,93,Front,150,270,115,4.05
1530,30,-51,1542,2,2001,1700,35,Passenger Car,26,Deployed,173,3,0,Female,54,Front,156,277,105,4.3212
1260,10,-54,1539,2,2007,2120,35,Passenger Car,28,Deployed,170,3,1,Female,78,Front,149,262,125,3.9038
1770,7,-42,1536,2,2003,1060,30,Truck (<=6000 lbs.),31,Deployed,168,2,1,Female,82,Front,162,307,125,4.9734
1580,40,-14,1535,2,2004,1780,25,Passenger Car,77,Not Deployed,157,5,1,Female,54,Left,158,276,65,4.3608
1500,-7,37,1532,5,2006,890,60,Passenger Car,67,Not Deployed,157,1,1,Female,95,Rear,157,276,305,4.3332
1950,20,-24,1526,3,2004,2020,45,Truck (<=6000 lbs.),25,Deployed,157,1,1,Female,61,Front,151,269,95,4.0619
1450,8,45,1525,2,2002,2270,35,Truck (<=6000 lbs.),57,Not Deployed,163,1,1,Female,67,Rear,139,312,325,4.3368
2020,0,-61,1524,4,2002,1940,40,Truck (<=6000 lbs.),26,Deployed,152,1,1,Female,79,Front,155,289,135,4.4795
1100,-43,-36,1519,7,2009,1910,45,Passenger Car,24,Deployed,168,6,1,Female,102,Right,146,250,185,3.65
1270,69,-12,1516,2,2007,2370,55,Passenger Car,15,Not Deployed,152,2,1,Female,45,Left,149,262,55,3.9038
1560,16,-27,1515,3,2001,1190,55,Passenger Car,41,Deployed,157,1,1,Female,51,Front,153,257,105,3.9321
1520,0,52,1511,6,2001,2560,45,Truck (<=6000 lbs.),35,Deployed,163,2,1,Female,74,Rear,147,258,315,3.7926
1810,32,-6,1508,2,2005,1530,25,Truck (<=6000 lbs.),41,Not Deployed,152,1,1,Female,93,Left,161,303,55,4.8783
1370,0,46,1508,4,2001,1740,45,Passenger Car,59,Deployed,170,0,1,Female,78,Rear,150,272,315,4.08
1880,8,-46,1500,2,2000,1710,25,Truck (<=6000 lbs.),29,Deployed,170,3,1,Female,82,Front,151,269,125,4.0619
1810,-17,-21,1499,4,2005,1860,45,Passenger Car,63,Not Deployed,165,0,1,Female,64,Right,160,305,175,4.88
1150,10,-55,1497,2,2008,2090,30,Passenger Car,34,Deployed,168,1,1,Female,113,Front,146,260,125,3.796
1840,-6,32,1495,5,2003,1500,40,Truck (<=6000 lbs.),62,Not Deployed,165,1,1,Female,70,Rear,142,272,305,3.8624
1740,0,-42,1492,4,2000,2460,50,Truck (<=6000 lbs.),37,Deployed,160,1,1,Female,68,Front,152,270,135,4.104
1420,41,-15,1491,4,2007,1580,40,Passenger Car,77,Deployed,168,5,1,Female,68,Left,152,270,65,4.104
1580,7,-37,1488,2,2007,1100,50,Passenger Car,57,Deployed,163,2,1,Female,54,Front,157,281,125,4.4117
1920,-24,-28,1488,2,2005,1080,30,Truck (<=6000 lbs.),44,Deployed,157,1,1,Female,73,Front,162,285,175,4.617
1790,17,-46,1488,5,2006,1590,40,Truck (<=6000 lbs.),55,Deployed,160,1,1,Female,91,Front,158,272,115,4.2976
1790,32,-12,1487,2,2001,1950,35,Truck (<=6000 lbs.),68,Not Deployed,170,4,1,Female,78,Left,161,285,65,4.5885
1660,-36,-30,1484,3,2004,2370,55,Truck (<=6000 lbs.),19,Deployed,170,4,1,Female,78,Right,153,265,185,4.0545
1440,-39,7,1483,4,2004,1530,55,Passenger Car,55,Not Deployed,155,5,0,Female,64,Right,152,270,235,4.104
1500,-38,-14,1482,2,2000,2120,55,Passenger Car,35,Not Deployed,175,3,1,Female,64,Right,154,257,205,3.9578
1730,31,-11,1479,4,2001,2240,30,Passenger Car,93,Not Deployed,163,5,0,Female,50,Left,158,285,65,4.503
1520,-42,-15,1478,2,2004,1870,45,Truck (<=6000 lbs.),21,Deployed,157,1,1,Female,59,Right,153,262,205,4.0086
1650,-27,-5,1478,2,2003,1290,55,Passenger Car,59,Not Deployed,157,3,1,Female,62,Right,159,285,215,4.5315
1900,-6,-32,1478,2,2008,2380,35,Truck (<=6000 lbs.),68,Deployed,163,2,1,Female,77,Front,155,272,145,4.216
1460,-15,-40,1475,3,2005,1650,30,Passenger Car,28,Deployed,165,0,0,Female,59,Front,155,280,155,4.34
1330,-17,-29,1474,3,2009,1120,45,Passenger Car,27,Deployed,163,1,1,Female,91,Front,151,260,165,3.926
1080,-46,8,1468,2,2001,1460,50,Passenger Car,18,Not Deployed,165,0,0,Female,54,Right,143,260,235,3.718
1410,-23,-40,1468,2,2005,2110,45,Passenger Car,24,Deployed,175,1,1,Female,66,Front,153,268,165,4.1004
1410,-26,-31,1468,2,2002,2060,45,Passenger Car,21,Deployed,170,1,1,Female,78,Right,150,272,175,4.08
1060,-49,-18,1463,2,2008,1600,25,Passenger Car,19,Not Deployed,168,3,1,Female,70,Right,142,248,205,3.5216
1380,31,-26,1463,2,2003,1880,35,Passenger Car,18,Not Deployed,163,2,0,Female,54,Left,150,272,85,4.08
1900,0,-47,1461,2,2005,1890,45,Truck (<=6000 lbs.),57,Deployed,165,4,1,Female,91,Front,159,285,135,4.5315
1880,-30,-5,1460,3,2002,1060,50,Truck (<=6000 lbs.),37,Not Deployed,160,2,1,Female,64,Right,152,270,215,4.104
1500,-19,-22,1459,4,2010,1360,40,Truck (<=6000 lbs.),42,Deployed,165,1,0,Female,68,Front,156,266,175,4.1496
1350,10,-57,1452,3,2001,1800,30,Passenger Car,43,Deployed,165,2,1,Female,82,Front,154,266,125,4.0964
1760,7,-41,1452,5,2001,1690,45,Truck (<=6000 lbs.),48,Deployed,173,1,1,Female,86,Front,148,295,125,4.366
1160,66,-24,1450,2,2000,1710,25,Passenger Car,49,Not Deployed,170,3,1,Female,66,Left,149,262,65,3.9038
1460,24,-28,1449,2,2003,1670,45,Passenger Car,52,Deployed,173,2,1,Female,61,Front,154,272,95,4.1888
1480,0,-70,1448,2,2001,1380,70,Passenger Car,24,Deployed,163,3,0,Female,45,Front,153,257,135,3.9321
1560,-22,-27,1448,2,2004,1810,55,Passenger Car,51,Deployed,165,2,1,Female,90,Right,153,269,175,4.1157
1550,15,-40,1446,4,2003,1590,55,Truck (<=6000 lbs.),44,Deployed,157,1,1,Female,59,Front,153,262,115,4.0086
1280,-33,-28,1443,4,2007,2430,45,Passenger Car,24,Deployed,170,2,0,Female,69,Front,146,262,185,3.8252
1910,-32,-6,1442,3,2002,2740,40,Truck (<=6000 lbs.),33,Not Deployed,168,2,1,Female,72,Right,152,265,215,4.028
1240,8,-45,1440,4,2006,1050,35,Passenger Car,26,Deployed,163,1,1,Female,132,Front,148,262,125,3.8776
1460,-34,-29,1439,1,2005,2050,55,Passenger Car,19,Deployed,160,1,1,Female,45,Right,155,280,185,4.34
1850,0,-45,1437,2,2003,1980,45,Truck (<=6000 lbs.),19,Deployed,163,4,0,Female,59,Front,151,269,135,4.0619
2340,0,-44,1433,3,2001,2450,55,Truck (<=10000 lbs.),35,Deployed,165,1,1,Female,68,Front,167,295,135,4.9265
1380,34,-28,1425,3,2009,1960,45,Passenger Car,30,Not Deployed,168,3,0,Female,136,Left,152,263,85,3.9976
1450,0,41,1424,2,2005,1450,45,Passenger Car,19,Not Deployed,163,1,1,Female,61,Rear,148,272,315,4.0256
1440,6,-33,1422,2,2003,1550,40,Passenger Car,35,Deployed,165,3,1,Female,73,Front,155,272,125,4.216
1540,-6,-35,1420,1,2000,1650,60,Passenger Car,19,Deployed,183,1,1,Female,86,Front,157,281,145,4.4117
1860,-19,-23,1420,3,2005,1370,40,Truck (<=6000 lbs.),47,Deployed,160,2,0,Female,82,Front,149,320,175,4.768
1550,29,-17,1417,2,2008,1010,40,Passenger Car,22,Not Deployed,157,0,1,Female,70,Left,152,285,75,4.332
1620,49,-18,1417,2,2002,2330,55,Passenger Car,58,Deployed,173,6,1,Female,113,Left,158,285,65,4.503
2620,0,-36,1417,3,2004,3100,40,Truck (<=10000 lbs.),46,Deployed,170,3,1,Female,78,Front,170,302,135,5.134
1430,-7,38,1416,4,2003,2150,45,Passenger Car,70,Not Deployed,173,1,1,Female,77,Rear,156,274,305,4.2744
1580,7,-38,1414,5,2005,1760,50,Truck (<=6000 lbs.),30,Deployed,157,1,1,Female,64,Front,155,271,125,4.2005
1470,0,39,1411,3,2001,1210,40,Passenger Car,35,Not Deployed,163,1,0,Female,75,Rear,153,274,315,4.1922
1490,-9,-51,1411,3,2000,1660,45,Truck (<=6000 lbs.),67,Deployed,157,2,1,Female,86,Front,144,265,145,3.816
1450,13,-35,1410,6,2001,1380,30,Truck (<=6000 lbs.),32,Deployed,170,1,1,Female,48,Front,154,262,115,4.0348
2010,0,32,1409,4,2006,1880,35,Truck (<=6000 lbs.),24,Not Deployed,163,1,1,Female,68,Rear,170,270,315,4.59
1500,-21,-25,1408,2,2007,1210,40,Passenger Car,32,Deployed,188,1,1,Female,131,Front,156,272,175,4.2432
1620,-34,-12,1404,4,2000,2080,45,Passenger Car,77,Deployed,157,4,1,Female,66,Right,158,285,205,4.503
1560,0,44,1398,2,2006,1820,45,Truck (<=6000 lbs.),68,Not Deployed,173,1,1,Female,91,Rear,154,262,315,4.0348
1440,0,46,1398,4,2002,2000,50,Passenger Car,29,Deployed,175,1,1,Female,52,Rear,150,263,315,3.945
1070,-21,-36,1397,2,2000,1500,30,Passenger Car,24,Deployed,165,2,1,Female,54,Front,148,262,165,3.8776
1410,0,38,1396,4,2003,1380,40,Passenger Car,52,Not Deployed,173,1,1,Female,70,Rear,150,272,315,4.08
1260,-15,-40,1395,4,2001,1840,45,Passenger Car,58,Deployed,163,1,1,Female,68,Right,147,256,155,3.7632
1610,-34,-41,1395,4,2004,1860,45,Passenger Car,64,Deployed,165,4,1,Female,84,Front,153,288,175,4.4064
1480,9,-50,1392,2,2002,1430,45,Truck (<=6000 lbs.),60,Deployed,160,3,1,Female,68,Front,148,320,125,4.736
1530,-40,-7,1388,2,2002,2680,40,Passenger Car,36,Deployed,170,1,0,Female,78,Right,156,281,215,4.3836
1640,0,-31,1387,2,2003,2140,45,Truck (<=6000 lbs.),17,Deployed,168,0,1,Female,64,Front,141,255,135,3.5955
1620,-6,-32,1387,3,2003,1590,55,Passenger Car,70,Deployed,163,1,1,Female,64,Front,159,285,145,4.5315
1390,-22,-39,1386,3,2001,1500,50,Passenger Car,18,Deployed,160,1,1,Female,77,Front,154,257,165,3.9578
1990,16,-28,1385,1,2001,1980,35,Truck (<=6000 lbs.),38,Deployed,178,1,1,Female,104,Front,154,270,105,4.158
2080,-6,-32,1385,5,2005,2470,45,Truck (<=6000 lbs.),41,Deployed,155,1,1,Female,57,Front,159,308,145,4.8972
1770,6,-34,1383,4,2002,1615,60,Passenger Car,52,Deployed,170,1,1,Female,104,Front,154,291,125,4.4814
1380,0,48,1382,4,2000,2420,60,Passenger Car,28,Deployed,168,2,1,Female,59,Rear,150,272,315,4.08
1470,13,-36,1379,7,2003,1640,50,Passenger Car,26,Deployed,180,2,1,Female,75,Front,153,274,115,4.1922
1520,-10,-57,1377,4,2001,2320,40,Truck (<=6000 lbs.),33,Deployed,160,3,1,Female,57,Front,147,258,145,3.7926
1550,35,-30,1376,3,2008,1340,30,Passenger Car,21,Deployed,163,4,1,Female,54,Left,152,285,85,4.332
1440,-12,-34,1375,2,2003,1680,35,Passenger Car,17,Deployed,165,1,1,Female,65,Front,151,263,155,3.9713
1320,14,-39,1374,2,2007,2530,65,Passenger Car,24,Deployed,160,3,0,Female,82,Left,154,285,115,4.389
1920,0,-28,1374,2,2001,1420,50,Truck (<=10000 lbs.),25,Deployed,170,3,1,Female,111,Front,167,364,135,6.0788
1960,-19,-32,1372,2,2009,1810,50,Truck (<=6000 lbs.),15,Deployed,165,1,1,Female,48,Front,154,269,165,4.1426
2290,21,-17,1372,3,2001,1520,45,Truck (<=10000 lbs.),53,Not Deployed,160,1,1,Female,64,Front,172,352,85,6.0544
1170,39,-23,1366,2,2000,1590,30,Passenger Car,46,Deployed,168,4,1,Female,102,Left,147,262,75,3.8514
2090,-5,-29,1364,2,2005,1630,55,Truck (<=6000 lbs.),44,Deployed,155,2,0,Female,104,Front,155,271,145,4.2005
1450,0,-43,1360,2,2002,1590,35,Truck (<=6000 lbs.),27,Deployed,170,2,1,Female,78,Front,139,312,135,4.3368
1140,0,50,1360,5,2004,1520,35,Passenger Car,64,Not Deployed,165,1,1,Female,100,Rear,147,260,315,3.822
1070,19,-52,1356,5,2002,2130,45,Passenger Car,58,Deployed,163,3,1,Female,59,Front,143,260,115,3.718
1580,30,-11,1355,2,2003,1330,25,Passenger Car,33,Not Deployed,160,3,1,Female,50,Left,156,282,65,4.3992
1560,-38,0,1354,2,2002,2720,50,Passenger Car,75,Deployed,155,5,0,Female,61,Right,154,272,225,4.1888
2100,0,-27,1354,3,2004,1460,55,Truck (<=6000 lbs.),32,Deployed,160,2,1,Female,53,Front,169,270,135,4.563
1210,0,-66,1353,2,2005,2630,45,Passenger Car,60,Deployed,157,4,1,Female,64,Front,144,248,135,3.5712
1450,27,-22,1351,2,2005,1650,25,Passenger Car,57,Not Deployed,170,2,1,Female,72,Left,153,274,85,4.1922
1770,16,-28,1351,5,2007,1110,35,Truck (<=6000 lbs.),38,Deployed,163,1,1,Female,59,Front,164,270,105,4.428
2340,-12,-21,1350,3,2001,2280,25,Truck (<=10000 lbs.),71,Not Deployed,163,1,1,Female,77,Right,166,295,165,4.897
1840,0,40,1350,4,2005,1660,45,Truck (<=6000 lbs.),53,Not Deployed,170,1,1,Female,129,Rear,162,303,315,4.9086
2040,19,-53,1349,4,2006,1710,30,Truck (<=6000 lbs.),39,Deployed,165,1,1,Female,86,Front,158,279,115,4.4082
1520,-29,-16,1343,2,2008,1510,25,Truck (<=6000 lbs.),49,Not Deployed,168,0,1,Female,88,Right,155,263,195,4.0765
1610,45,-8,1343,2,2006,1510,55,Passenger Car,59,Not Deployed,163,3,1,Female,68,Left,158,281,55,4.4398
1370,-8,-47,1334,2,2000,1520,45,Truck (<=6000 lbs.),26,Deployed,173,3,1,Female,88,Front,146,252,145,3.6792
2130,10,-27,1334,5,2001,1460,45,Truck (<=10000 lbs.),27,Deployed,160,1,1,Female,64,Front,157,295,115,4.6315
1960,6,-33,1330,3,2006,1960,45,Truck (<=6000 lbs.),28,Deployed,152,1,1,Female,52,Front,159,279,125,4.4361
1560,18,-32,1329,4,2004,1615,60,Passenger Car,66,Deployed,165,3,1,Female,77,Front,155,272,105,4.216
1490,8,-47,1328,2,2006,1240,35,Passenger Car,58,Deployed,157,2,1,Female,65,Front,154,272,125,4.1888
1830,-33,-6,1328,3,2005,1770,25,Truck (<=6000 lbs.),22,Not Deployed,163,1,1,Female,66,Right,152,265,215,4.028
1210,0,-38,1324,5,2005,830,35,Passenger Car,16,Not Deployed,168,2,0,Female,68,Front,147,262,135,3.8514
1100,-20,-35,1322,2,2001,2530,25,Passenger Car,57,Deployed,165,3,1,Female,73,Front,147,262,165,3.8514
2640,5,-30,1320,2,2005,1500,45,Truck (<=10000 lbs.),35,Deployed,170,1,1,Female,78,Front,171,389,125,6.6519
1900,0,-31,1318,2,2001,1720,50,Truck (<=6000 lbs.),34,Deployed,175,1,1,Female,91,Front,162,303,135,4.9086
2030,-18,-15,1316,6,2001,1240,40,Truck (<=6000 lbs.),46,Not Deployed,157,0,1,Female,82,Right,149,320,185,4.768
1240,0,-72,1314,3,2008,1980,70,Passenger Car,37,Deployed,170,3,1,Female,64,Front,147,260,135,3.822
2190,10,-26,1311,2,2001,1910,55,Truck (<=10000 lbs.),39,Deployed,168,2,1,Female,83,Front,157,295,115,4.6315
1430,0,41,1310,7,2008,1500,50,Truck (<=6000 lbs.),59,Not Deployed,163,1,1,Female,104,Rear,149,263,315,3.9187
1210,40,0,1309,2,2004,1790,45,Passenger Car,58,Not Deployed,157,4,1,Female,150,Left,145,264,45,3.828
1340,0,35,1307,3,2003,1030,45,Passenger Car,34,Deployed,155,2,1,Female,77,Rear,152,270,315,4.104
1530,6,-33,1300,6,2011,1680,45,Passenger Car,28,Deployed,173,1,1,Female,68,Front,158,280,125,4.424
2780,10,-16,1300,7,2001,1330,40,Truck (<=10000 lbs.),49,Deployed,170,1,1,Female,84,Front,170,394,105,6.698
1570,-37,-13,1298,2,2003,1740,25,Truck (<=6000 lbs.),30,Not Deployed,173,0,1,Female,73,Right,155,271,205,4.2005
1520,-30,-18,1296,2,2006,1390,40,Passenger Car,61,Deployed,175,1,1,Female,78,Right,158,273,195,4.3134
1520,0,-67,1293,2,2002,1750,45,Passenger Car,54,Deployed,165,3,1,Female,79,Front,157,277,135,4.3489
1440,-15,-41,1293,4,2006,2320,35,Passenger Car,44,Deployed,178,3,0,Female,100,Right,152,270,155,4.104
1910,-9,-24,1291,2,2002,1780,55,Truck (<=6000 lbs.),30,Not Deployed,155,0,1,Female,57,Front,154,265,155,4.081
1980,-9,-25,1290,4,2004,2290,45,Truck (<=6000 lbs.),18,Not Deployed,170,1,1,Female,57,Right,168,300,155,5.04
1860,11,-30,1285,2,2004,1550,35,Truck (<=6000 lbs.),55,Deployed,163,1,1,Female,64,Front,151,269,115,4.0619
1390,20,-24,1279,3,2005,1940,35,Passenger Car,24,Not Deployed,175,1,1,Female,50,Left,157,274,95,4.3018
1310,16,-45,1279,5,2000,1420,40,Passenger Car,18,Deployed,160,5,1,Female,48,Front,149,270,115,4.023
1310,-17,-29,1279,5,2004,1140,40,Passenger Car,26,Deployed,157,1,1,Female,56,Front,150,251,165,3.765
1490,0,35,1277,2,2007,1570,70,Passenger Car,38,Not Deployed,163,1,1,Female,68,Rear,157,272,315,4.2704
1950,-22,-4,1277,2,2005,2470,35,Passenger Car,43,Not Deployed,157,0,1,Female,61,Right,158,296,215,4.6768
2390,-5,-31,1277,2,2005,1870,25,Truck (<=10000 lbs.),43,Deployed,157,1,1,Female,45,Front,168,300,145,5.04
1520,0,-35,1277,4,2000,1600,40,Passenger Car,27,Deployed,170,1,1,Female,78,Front,157,282,135,4.4274
1400,0,-54,1275,2,2000,1930,35,Passenger Car,38,Deployed,170,3,1,Female,78,Front,151,263,135,3.9713
1460,-36,-13,1274,3,2003,1970,30,Truck (<=6000 lbs.),56,Deployed,152,1,1,Female,64,Right,150,248,205,3.72
1570,-11,29,1274,4,2009,2370,55,Truck (<=6000 lbs.),48,Not Deployed,157,1,0,Female,68,Rear,155,266,295,4.123
2330,-19,-16,1272,3,2001,1050,35,Truck (<=10000 lbs.),22,Not Deployed,157,1,1,Female,54,Front,165,303,185,4.9995
1570,-21,-25,1272,4,2008,1500,45,Passenger Car,37,Deployed,165,0,1,Female,54,Right,152,273,175,4.1496
1490,-36,-13,1271,4,2004,1720,45,Truck (<=6000 lbs.),39,Not Deployed,170,0,1,Female,73,Right,153,262,205,4.0086
2520,7,-42,1270,2,2000,1890,40,Truck (<=10000 lbs.),29,Deployed,155,1,1,Female,54,Front,166,303,125,5.0298
1440,0,-52,1270,4,2002,2140,30,Passenger Car,25,Deployed,170,0,1,Female,73,Front,151,263,135,3.9713
1530,14,-24,1269,2,2002,1400,25,Passenger Car,53,Not Deployed,170,2,1,Female,78,Left,156,277,105,4.3212
1460,-19,-23,1269,6,2006,1460,35,Truck (<=6000 lbs.),31,Deployed,170,3,0,Female,78,Front,155,263,175,4.0765
1470,-8,-45,1268,4,2001,1430,50,Passenger Car,68,Deployed,165,3,1,Female,61,Front,152,274,145,4.1648
2360,0,-24,1262,2,2006,1060,45,Truck (<=10000 lbs.),53,Deployed,163,1,1,Female,71,Front,163,300,135,4.89
2350,-24,-14,1257,4,2004,1400,40,Truck (<=10000 lbs.),38,Deployed,152,1,1,Female,53,Front,173,300,195,5.19
1210,11,-61,1256,2,2001,1310,50,Passenger Car,30,Deployed,180,3,0,Female,150,Front,145,264,125,3.828
1980,10,-27,1256,5,2003,1380,45,Truck (<=6000 lbs.),46,Not Deployed,163,0,1,Female,75,Left,168,300,115,5.04
1990,0,-41,1254,2,2003,1520,60,Truck (<=6000 lbs.),21,Deployed,165,1,1,Female,59,Front,155,290,135,4.495
2480,0,-36,1254,2,2006,2000,25,Truck (<=10000 lbs.),25,Not Deployed,163,0,1,Female,64,Front,171,337,135,5.7627
1660,-8,-43,1251,2,2005,2710,25,Truck (<=6000 lbs.),54,Deployed,150,1,1,Female,79,Front,157,286,145,4.4902
1200,-23,-28,1251,4,2003,1220,35,Passenger Car,21,Deployed,163,2,1,Female,84,Right,144,248,175,3.5712
1060,45,-8,1248,2,2010,1490,35,Passenger Car,69,Not Deployed,165,2,1,Female,96,Left,148,255,55,3.774
1500,0,-50,1246,2,2004,1200,45,Passenger Car,38,Deployed,170,1,1,Female,50,Front,156,276,135,4.3056
2090,11,-60,1245,4,2001,1570,25,Truck (<=10000 lbs.),49,Deployed,170,3,0,Female,66,Front,157,295,125,4.6315
1230,19,-33,1241,2,2010,1660,55,Passenger Car,54,Deployed,168,4,1,Female,150,Front,163,265,105,4.3195
1670,6,-36,1241,2,2007,1520,35,Passenger Car,74,Deployed,170,3,1,Female,78,Front,157,281,125,4.4117
1540,0,39,1239,2,2009,1860,45,Passenger Car,35,Deployed,165,1,1,Female,82,Rear,157,273,315,4.2861
1880,-5,-27,1238,4,2004,1570,40,Truck (<=6000 lbs.),65,Deployed,157,1,1,Female,64,Front,155,289,145,4.4795
1540,0,38,1237,2,2004,2440,55,Passenger Car,50,Not Deployed,163,1,1,Female,84,Rear,157,281,315,4.4117
1100,0,-56,1237,4,2000,2020,35,Passenger Car,51,Deployed,163,2,0,Female,78,Front,147,262,135,3.8514
2150,19,-33,1236,2,2002,3130,45,Truck (<=10000 lbs.),68,Deployed,163,3,0,Female,61,Front,167,365,105,6.0955
1560,-14,-39,1235,3,2002,1615,70,Passenger Car,41,Deployed,168,1,1,Female,98,Front,154,272,155,4.1888
1130,-40,-15,1231,3,2002,2070,45,Passenger Car,17,Not Deployed,168,1,1,Female,52,Right,147,262,205,3.8514
1550,0,39,1227,2,2001,1360,50,Passenger Car,68,Not Deployed,157,1,1,Female,83,Rear,157,281,315,4.4117
1540,6,-33,1225,2,2002,1540,55,Passenger Car,33,Deployed,165,1,1,Female,54,Front,156,281,125,4.3836
2220,6,-36,1224,7,2002,1580,40,Truck (<=10000 lbs.),52,Deployed,175,3,1,Female,118,Front,166,302,125,5.0132
