id,GV_CURBWGT,GV_DVLAT,GV_DVLONG,GV_ENERGY,GV_LANES,GV_MODELYR,GV_OTVEHWGT,GV_SPLIMIT,GV_WGTCDTR,OA_AGE,OA_BAGDEPLY,OA_HEIGHT,OA_MAIS,OA_SEX,OA_WEIGHT,VE_ORIGAVTW,VE_WHEELBAS,VE_PDOF_TR,GV_FOOTPRINT,Sample
1,s07_1935_2075,s14_13_17,s15_1_17,s04_230_290,4,2004,s07_1575_1695,s5_40_50,Truck (<=6000 lbs.),s07_60_70,Not Deployed,s4_180_up,0,Male,s3_100_130,s05_151_159,287,115,s2_4_5,1
79,s04_1335_1555,s11_n10_0,s13_n20_n6,s03_167_230,5,2007,s05_1335_1455,s6_50_60,Passenger Car,s06_50_60,Not Deployed,s3_170_180,0,Female,s2_70_100,s05_151_159,272,145,s2_4_5,1
177,s05_1555_1675,s10_n16_n10,s13_n20_n6,s02_113_167,2,2003,s05_1335_1455,s3_20_30,Passenger Car,s04_30_40,Not Deployed,s3_170_180,0,Male,s2_70_100,s05_151_159,287,195,s2_4_5,1
274,s04_1335_1555,s12_0_3,s13_n20_n6,s06_366_468,2,2008,s09_1855_2075,s6_50_60,Passenger Car,s03_20_30,Not Deployed,s1_below_165,0,Female,s1_below_70,s05_151_159,273,175,s2_4_5,1
367,s05_1555_1675,s13_3_13,s11_n38_n28,s07_468_577,3,2008,s01_below_780,s6_50_60,Passenger Car,s06_50_60,Deployed,s3_170_180,0,Male,s2_70_100,s04_145_151,285,65,s2_4_5,1
458,s06_1675_1935,s12_0_3,s13_n20_n6,s02_113_167,5,2004,s11_2255_2400,s5_40_50,Passenger Car,s03_20_30,Deployed,s3_170_180,0,Male,s1_below_70,s05_151_159,293,125,s2_4_5,1
550,s03_1035_1335,s09_n26_n16,s12_n28_n20,s01_below_113,6,2003,s09_1855_2075,s7_60_70,Passenger Car,s03_20_30,Not Deployed,s1_below_165,0,Male,s1_below_70,s04_145_151,261,185,s1_below_4,1
630,s04_1335_1555,s11_n10_0,s17_28_39,s10_877_1099,5,2005,s08_1695_1855,s5_40_50,Passenger Car,s05_40_50,Not Deployed,s1_below_165,0,Female,s1_below_70,s05_151_159,274,305,s2_4_5,1
710,s06_1675_1935,s13_3_13,s13_n20_n6,s04_230_290,4,2007,s07_1575_1695,s4_30_40,Truck (<=6000 lbs.),s05_40_50,Deployed,s2_165_170,0,Female,s1_below_70,s05_151_159,272,105,s2_4_5,1
819,s07_1935_2075,s13_3_13,s13_n20_n6,s07_468_577,2,2003,s06_1455_1575,s3_20_30,Truck (<=6000 lbs.),s05_40_50,Not Deployed,s1_below_165,0,Female,s2_70_100,s05_151_159,287,95,s2_4_5,1
914,s03_1035_1335,s10_n16_n10,s13_n20_n6,s06_366_468,2,2004,s07_1575_1695,s4_30_40,Passenger Car,s03_20_30,Deployed,s4_180_up,0,Male,s3_100_130,s04_145_151,257,195,s1_below_4,1
1002,s05_1555_1675,s11_n10_0,s12_n28_n20,s04_230_290,2,2004,s04_1135_1335,s4_30_40,Passenger Car,s05_40_50,Deployed,s2_165_170,0,Female,s1_below_70,s05_151_159,287,155,s2_4_5,1
1084,s03_1035_1335,s12_0_3,s15_1_17,s03_167_230,3,2005,s05_1335_1455,s5_40_50,Passenger Car,s03_20_30,Not Deployed,s3_170_180,0,Male,s2_70_100,s04_145_151,262,205,s1_below_4,1
1168,s03_1035_1335,s12_0_3,s13_n20_n6,s01_below_113,5,2003,s08_1695_1855,s4_30_40,Passenger Car,s02_10_20,Deployed,s4_180_up,0,Male,s3_100_130,s04_145_151,260,135,s1_below_4,1
1262,s05_1555_1675,s12_0_3,s15_1_17,s02_113_167,4,2004,s04_1135_1335,s7_60_70,Passenger Car,s03_20_30,Not Deployed,s3_170_180,0,Female,s1_below_70,s05_151_159,282,335,s2_4_5,1
1363,s03_1035_1335,s15_17_25,s14_n6_1,s03_167_230,2,2002,s09_1855_2075,s4_30_40,Passenger Car,s02_10_20,Not Deployed,s1_below_165,0,Female,s1_below_70,s04_145_151,257,55,s1_below_4,1
1442,s06_1675_1935,s12_0_3,s16_17_28,s03_167_230,5,2004,s08_1695_1855,s4_30_40,Truck (<=6000 lbs.),s04_30_40,Not Deployed,s3_170_180,0,Female,s2_70_100,s05_151_159,265,315,s2_4_5,1
1521,s10_2350_2570,s12_0_3,s15_1_17,s01_below_113,3,2009,s05_1335_1455,s6_50_60,Truck (<=6000 lbs.),s04_30_40,Not Deployed,s2_165_170,0,Female,s1_below_70,s07_163_169,308,315,s3_5_6,1
1602,s04_1335_1555,s12_0_3,s13_n20_n6,s05_290_366,2,2004,s04_1135_1335,s5_40_50,Truck (<=6000 lbs.),s07_60_70,Not Deployed,s4_180_up,0,Male,s2_70_100,s04_145_151,249,135,s1_below_4,1
1687,s04_1335_1555,s12_0_3,s12_n28_n20,s04_230_290,2,2007,s09_1855_2075,s5_40_50,Passenger Car,s03_20_30,Deployed,s4_180_up,0,Male,s2_70_100,s05_151_159,269,135,s2_4_5,1
1765,s04_1335_1555,s13_3_13,s13_n20_n6,s02_113_167,3,2002,s13_2535_2645,s4_30_40,Truck (<=6000 lbs.),s03_20_30,Deployed,s4_180_up,0,Male,s2_70_100,s04_145_151,248,95,s1_below_4,1
1863,s04_1335_1555,s11_n10_0,s12_n28_n20,s07_468_577,5,2003,s08_1695_1855,s4_30_40,Passenger Car,s03_20_30,Not Deployed,s4_180_up,0,Male,s2_70_100,s05_151_159,268,155,s2_4_5,1
1943,s05_1555_1675,s13_3_13,s14_n6_1,s02_113_167,3,2007,s08_1695_1855,s4_30_40,Passenger Car,s07_60_70,Not Deployed,s2_165_170,0,Male,s2_70_100,s05_151_159,281,55,s2_4_5,1
2036,s03_1035_1335,s13_3_13,s13_n20_n6,s01_below_113,3,2006,s06_1455_1575,s8_70_up,Passenger Car,s06_50_60,Not Deployed,s1_below_165,0,Female,s1_below_70,s04_145_151,260,125,s1_below_4,1
2132,s03_1035_1335,s11_n10_0,s13_n20_n6,s03_167_230,2,2003,s04_1135_1335,s4_30_40,Passenger Car,s03_20_30,Deployed,s3_170_180,0,Female,s1_below_70,s04_145_151,262,165,s1_below_4,1
2243,s03_1035_1335,s15_17_25,s12_n28_n20,s05_290_366,2,2007,s05_1335_1455,s4_30_40,Passenger Car,s06_50_60,Not Deployed,s3_170_180,0,Male,s3_100_130,s05_151_159,265,95,s2_4_5,1
2321,s07_1935_2075,s14_13_17,s12_n28_n20,s05_290_366,2,2003,s05_1335_1455,s5_40_50,Truck (<=6000 lbs.),s05_40_50,Not Deployed,s3_170_180,0,Female,s1_below_70,s05_151_159,289,15,s2_4_5,1
2430,s04_1335_1555,s12_0_3,s13_n20_n6,s01_below_113,3,2002,s09_1855_2075,s5_40_50,Passenger Car,s08_70_80,Not Deployed,s1_below_165,0,Female,s1_below_70,s05_151_159,272,135,s2_4_5,1
2513,s06_1675_1935,s11_n10_0,s13_n20_n6,s01_below_113,3,2007,s08_1695_1855,s5_40_50,Truck (<=6000 lbs.),s07_60_70,Not Deployed,s3_170_180,0,Female,s2_70_100,s05_151_159,272,145,s2_4_5,1
2589,s06_1675_1935,s13_3_13,s13_n20_n6,s01_below_113,5,2005,s12_2400_2535,s6_50_60,Truck (<=6000 lbs.),s05_40_50,Not Deployed,s4_180_up,0,Male,s2_70_100,s05_151_159,262,115,s2_4_5,1
2690,s04_1335_1555,s15_17_25,s12_n28_n20,s01_below_113,2,2004,s09_1855_2075,s4_30_40,Passenger Car,s05_40_50,Deployed,s3_170_180,0,Female,s1_below_70,s05_151_159,274,85,s2_4_5,1
2771,s10_2350_2570,s12_0_3,s12_n28_n20,s05_290_366,4,2005,s04_1135_1335,s4_30_40,Truck (<=10000 lbs.),s05_40_50,Not Deployed,s1_below_165,0,Female,s1_below_70,s07_163_169,330,135,s3_5_6,1
2863,s08_2075_2210,s13_3_13,s16_17_28,s04_230_290,2,2007,s03_1010_1135,s4_30_40,Truck (<=6000 lbs.),s05_40_50,Not Deployed,s2_165_170,0,Female,s1_below_70,s07_163_169,303,325,s3_5_6,1
2934,s03_1035_1335,s12_0_3,s13_n20_n6,s02_113_167,2,2007,s12_2400_2535,s3_20_30,Passenger Car,s02_10_20,Deployed,s4_180_up,0,Male,s2_70_100,s04_145_151,261,135,s1_below_4,1
3030,s06_1675_1935,s14_13_17,s14_n6_1,s06_366_468,2,2006,s06_1455_1575,s3_20_30,Passenger Car,s05_40_50,Not Deployed,s3_170_180,0,Female,s1_below_70,s06_159_163,305,65,s2_4_5,1
3143,s04_1335_1555,s12_0_3,s16_17_28,s01_below_113,3,2008,s16_2955_3205,s7_60_70,Passenger Car,s04_30_40,Not Deployed,s1_below_165,0,Female,s1_below_70,s04_145_151,267,325,s1_below_4,1
3219,s03_1035_1335,s10_n16_n10,s13_n20_n6,s07_468_577,5,2005,s09_1855_2075,s7_60_70,Passenger Car,s03_20_30,Not Deployed,s1_below_165,0,Male,s1_below_70,s04_145_151,262,335,s1_below_4,1
3310,s03_1035_1335,s11_n10_0,s13_n20_n6,s01_below_113,3,2004,s09_1855_2075,s4_30_40,Passenger Car,s06_50_60,Not Deployed,s4_180_up,0,Male,s2_70_100,s04_145_151,260,145,s1_below_4,1
3391,s04_1335_1555,s13_3_13,s11_n38_n28,s02_113_167,2,2006,s05_1335_1455,s4_30_40,Passenger Car,s05_40_50,Not Deployed,s3_170_180,0,Female,s2_70_100,s05_151_159,272,15,s2_4_5,1
3477,s03_1035_1335,s13_3_13,s14_n6_1,s09_717_877,2,2005,s04_1135_1335,s3_20_30,Passenger Car,s03_20_30,Not Deployed,s2_165_170,0,Female,s1_below_70,s04_145_151,264,135,s1_below_4,1
3553,s03_1035_1335,s11_n10_0,s13_n20_n6,s07_468_577,2,2000,s03_1010_1135,s5_40_50,Passenger Car,s02_10_20,Deployed,s4_180_up,0,Male,s3_100_130,s03_141_145,264,115,s1_below_4,1
3631,s03_1035_1335,s12_0_3,s16_17_28,s03_167_230,1,2001,s06_1455_1575,s3_20_30,Passenger Car,s05_40_50,Not Deployed,s3_170_180,0,Female,s1_below_70,s04_145_151,261,315,s1_below_4,1
3711,s04_1335_1555,s10_n16_n10,s12_n28_n20,s01_below_113,2,2001,s07_1575_1695,s3_20_30,Truck (<=6000 lbs.),s04_30_40,Deployed,s2_165_170,0,Female,s1_below_70,s04_145_151,319,145,s2_4_5,1
3800,s03_1035_1335,s14_13_17,s15_1_17,s03_167_230,3,2005,s07_1575_1695,s5_40_50,Passenger Car,s06_50_60,Not Deployed,s2_165_170,0,Female,s2_70_100,s04_145_151,264,345,s1_below_4,1
3893,s05_1555_1675,s13_3_13,s14_n6_1,s04_230_290,2,2006,s05_1335_1455,s5_40_50,Passenger Car,s08_70_80,Not Deployed,s3_170_180,0,Male,s2_70_100,s06_159_163,287,65,s2_4_5,1
3994,s04_1335_1555,s12_0_3,s13_n20_n6,s04_230_290,3,2000,s06_1455_1575,s5_40_50,Passenger Car,s03_20_30,Not Deployed,s1_below_165,0,Female,s1_below_70,s05_151_159,281,125,s2_4_5,1
4076,s06_1675_1935,s13_3_13,s14_n6_1,s01_below_113,4,2001,s06_1455_1575,s4_30_40,Truck (<=6000 lbs.),s03_20_30,Not Deployed,s1_below_165,0,Female,s1_below_70,s06_159_163,275,45,s2_4_5,1
4165,s07_1935_2075,s13_3_13,s13_n20_n6,s06_366_468,5,2006,s04_1135_1335,s4_30_40,Truck (<=6000 lbs.),s05_40_50,Not Deployed,s3_170_180,0,Female,s1_below_70,s07_163_169,303,105,s3_5_6,1
4253,s09_2210_2350,s12_0_3,s12_n28_n20,s08_577_717,5,2002,s07_1575_1695,s7_60_70,Truck (<=6000 lbs.),s04_30_40,Deployed,s1_below_165,0,Female,s1_below_70,s05_151_159,270,135,s2_4_5,1
4347,s04_1335_1555,s12_0_3,s13_n20_n6,s05_290_366,5,2000,s05_1335_1455,s5_40_50,Passenger Car,s03_20_30,Deployed,s2_165_170,0,Female,s2_70_100,s05_151_159,274,135,s2_4_5,1
4431,s03_1035_1335,s13_3_13,s13_n20_n6,s02_113_167,5,2007,s06_1455_1575,s5_40_50,Passenger Car,s03_20_30,Deployed,s2_165_170,0,Female,s1_below_70,s04_145_151,260,115,s1_below_4,1
4518,s04_1335_1555,s12_0_3,s13_n20_n6,s01_below_113,4,2002,s03_1010_1135,s4_30_40,Truck (<=6000 lbs.),s04_30_40,Not Deployed,s3_170_180,0,Male,s4_130_up,s05_151_159,271,135,s2_4_5,1
4639,s07_1935_2075,s12_0_3,s13_n20_n6,s03_167_230,5,2004,s07_1575_1695,s4_30_40,Truck (<=10000 lbs.),s03_20_30,Not Deployed,s2_165_170,0,Female,s1_below_70,s07_163_169,302,135,s3_5_6,1
4737,s06_1675_1935,s11_n10_0,s13_n20_n6,s03_167_230,7,2002,s05_1335_1455,s6_50_60,Truck (<=6000 lbs.),s04_30_40,Deployed,s1_below_165,0,Female,s2_70_100,s05_151_159,290,155,s2_4_5,1
4826,s03_1035_1335,s12_0_3,s11_n38_n28,s03_167_230,2,2001,s07_1575_1695,s5_40_50,Passenger Car,s03_20_30,Deployed,s4_180_up,0,Male,s1_below_70,s04_145_151,251,135,s1_below_4,1
4931,s04_1335_1555,s12_0_3,s13_n20_n6,s01_below_113,5,2001,s08_1695_1855,s6_50_60,Passenger Car,s03_20_30,Not Deployed,s3_170_180,0,Male,s3_100_130,s05_151_159,281,135,s2_4_5,1
5035,s11_2570_2735,s12_0_3,s13_n20_n6,s03_167_230,3,2003,s09_1855_2075,s5_40_50,Truck (<=10000 lbs.),s03_20_30,Not Deployed,s4_180_up,0,Male,s2_70_100,s07_163_169,295,135,s2_4_5,1
5150,s10_2350_2570,s12_0_3,s14_n6_1,s01_below_113,2,2001,s05_1335_1455,s5_40_50,Truck (<=10000 lbs.),s04_30_40,Not Deployed,s3_170_180,0,Male,s2_70_100,s08_169_176,364,135,s4_6_7,1
5233,s08_2075_2210,s12_0_3,s13_n20_n6,s03_167_230,3,2005,s04_1135_1335,s5_40_50,Truck (<=6000 lbs.),s05_40_50,Not Deployed,s2_165_170,0,Female,s1_below_70,s05_151_159,287,135,s2_4_5,1
5322,s03_1035_1335,s14_13_17,s10_n48_n38,s12_1433_1833,2,2006,s05_1335_1455,s6_50_60,Passenger Car,s03_20_30,Deployed,s2_165_170,0,Male,s2_70_100,s04_145_151,253,115,s1_below_4,1
5396,s05_1555_1675,s13_3_13,s17_28_39,s01_below_113,3,2000,s07_1575_1695,s3_20_30,Passenger Car,s04_30_40,Not Deployed,s3_170_180,0,Male,s2_70_100,s05_151_159,275,255,s2_4_5,1
5511,s04_1335_1555,s12_0_3,s13_n20_n6,s01_below_113,2,2005,s05_1335_1455,s3_20_30,Truck (<=6000 lbs.),s06_50_60,Not Deployed,s4_180_up,0,Male,s2_70_100,s04_145_151,252,125,s1_below_4,1
5578,s03_1035_1335,s12_0_3,s13_n20_n6,s01_below_113,4,2004,s09_1855_2075,s4_30_40,Passenger Car,s05_40_50,Deployed,s3_170_180,0,Male,s2_70_100,s04_145_151,253,125,s1_below_4,1
5670,s06_1675_1935,s12_0_3,s12_n28_n20,s07_468_577,2,2007,s09_1855_2075,s4_30_40,Truck (<=6000 lbs.),s08_70_80,Not Deployed,s2_165_170,0,Male,s2_70_100,s06_159_163,287,135,s2_4_5,1
5739,s04_1335_1555,s12_0_3,s13_n20_n6,s01_below_113,3,2005,s08_1695_1855,s5_40_50,Truck (<=6000 lbs.),s04_30_40,Not Deployed,s3_170_180,0,Female,s2_70_100,s04_145_151,237,145,s1_below_4,1
5821,s04_1335_1555,s11_n10_0,s13_n20_n6,s04_230_290,2,2001,s04_1135_1335,s4_30_40,Passenger Car,s09_80_90,Not Deployed,s2_165_170,0,Male,s1_below_70,s05_151_159,276,155,s2_4_5,1
5910,s04_1335_1555,s12_0_3,s13_n20_n6,s10_877_1099,5,2007,s06_1455_1575,s4_30_40,Passenger Car,s03_20_30,Not Deployed,s3_170_180,0,Male,s2_70_100,s05_151_159,267,135,s2_4_5,1
6019,s03_1035_1335,s13_3_13,s13_n20_n6,s02_113_167,2,2003,s06_1455_1575,s3_20_30,Passenger Car,s04_30_40,Deployed,s4_180_up,0,Male,s3_100_130,s04_145_151,261,95,s1_below_4,1
6098,s02_800_1035,s13_3_13,s11_n38_n28,s04_230_290,1,2002,s04_1135_1335,s6_50_60,Passenger Car,s05_40_50,Deployed,s3_170_180,0,Male,s2_70_100,s03_141_145,244,135,s1_below_4,1
6158,s06_1675_1935,s10_n16_n10,s14_n6_1,s03_167_230,3,2000,s04_1135_1335,s6_50_60,Truck (<=6000 lbs.),s05_40_50,Not Deployed,s3_170_180,0,Female,s3_100_130,s05_151_159,305,215,s2_4_5,1
6247,s03_1035_1335,s13_3_13,s14_n6_1,s04_230_290,2,2008,s09_1855_2075,s8_70_up,Passenger Car,s03_20_30,Not Deployed,s1_below_165,0,Female,s1_below_70,s04_145_151,250,135,s1_below_4,1
6347,s05_1555_1675,s11_n10_0,s09_n54_n48,s11_1099_1433,3,2003,s08_1695_1855,s8_70_up,Truck (<=6000 lbs.),s05_40_50,Deployed,s3_170_180,0,Male,s1_below_70,s02_136_141,255,145,s1_below_4,1
6456,s03_1035_1335,s13_3_13,s14_n6_1,s02_113_167,2,2007,s10_2075_2255,s3_20_30,Passenger Car,s08_70_80,Not Deployed,s3_170_180,0,Male,s2_70_100,s05_151_159,259,115,s1_below_4,1
6539,s04_1335_1555,s13_3_13,s12_n28_n20,s01_below_113,2,2005,s09_1855_2075,s4_30_40,Passenger Car,s09_80_90,Not Deployed,s3_170_180,0,Male,s2_70_100,s05_151_159,276,55,s2_4_5,1
6653,s06_1675_1935,s12_0_3,s13_n20_n6,s03_167_230,2,2005,s07_1575_1695,s6_50_60,Passenger Car,s06_50_60,Deployed,s1_below_165,0,Female,s2_70_100,s06_159_163,305,125,s2_4_5,1
6745,s04_1335_1555,s13_3_13,s13_n20_n6,s01_below_113,5,2007,s06_1455_1575,s5_40_50,Passenger Car,s04_30_40,Not Deployed,s3_170_180,0,Female,s2_70_100,s05_151_159,272,105,s2_4_5,1
6831,s07_1935_2075,s09_n26_n16,s14_n6_1,s01_below_113,2,2003,s05_1335_1455,s5_40_50,Truck (<=6000 lbs.),s07_60_70,Not Deployed,s3_170_180,0,Male,s2_70_100,s05_151_159,270,265,s2_4_5,1
6927,s06_1675_1935,s14_13_17,s13_n20_n6,s02_113_167,2,2006,s04_1135_1335,s6_50_60,Truck (<=6000 lbs.),s05_40_50,Not Deployed,s4_180_up,0,Male,s2_70_100,s07_163_169,303,85,s3_5_6,1
7042,s05_1555_1675,s12_0_3,s14_n6_1,s01_below_113,4,2004,s04_1135_1335,s5_40_50,Truck (<=6000 lbs.),s03_20_30,Not Deployed,s3_170_180,0,Female,s2_70_100,s05_151_159,262,115,s2_4_5,1
7135,s10_2350_2570,s14_13_17,s13_n20_n6,s07_468_577,3,2007,s07_1575_1695,s4_30_40,Truck (<=6000 lbs.),s05_40_50,Deployed,s1_below_165,0,Female,s1_below_70,s07_163_169,308,95,s3_5_6,1
7222,s06_1675_1935,s11_n10_0,s14_n6_1,s02_113_167,3,2003,s05_1335_1455,s4_30_40,Passenger Car,s10_90_up,Not Deployed,s3_170_180,0,Male,s2_70_100,s07_163_169,291,205,s2_4_5,1
7302,s03_1035_1335,s11_n10_0,s13_n20_n6,s03_167_230,5,2006,s03_1010_1135,s4_30_40,Passenger Car,s03_20_30,Not Deployed,s1_below_165,0,Female,s1_below_70,s04_145_151,262,145,s1_below_4,1
7424,s08_2075_2210,s13_3_13,s13_n20_n6,s05_290_366,2,2004,s08_1695_1855,s5_40_50,Truck (<=10000 lbs.),s05_40_50,Not Deployed,s3_170_180,0,Male,s2_70_100,s05_151_159,333,115,s3_5_6,1
7512,s05_1555_1675,s12_0_3,s13_n20_n6,s02_113_167,4,2007,s07_1575_1695,s5_40_50,Passenger Car,s06_50_60,Not Deployed,s2_165_170,0,Female,s1_below_70,s05_151_159,285,135,s2_4_5,1
7619,s09_2210_2350,s13_3_13,s13_n20_n6,s15_3893_up,2,2006,s09_1855_2075,s4_30_40,Truck (<=10000 lbs.),s07_60_70,Not Deployed,s4_180_up,0,Male,s3_100_130,s05_151_159,328,135,s3_5_6,1
7722,s03_1035_1335,s11_n10_0,s12_n28_n20,s06_366_468,5,2000,s03_1010_1135,s4_30_40,Passenger Car,s05_40_50,Deployed,s1_below_165,0,Female,s1_below_70,s04_145_151,246,155,s1_below_4,1
7825,s05_1555_1675,s13_3_13,s13_n20_n6,s03_167_230,4,2001,s06_1455_1575,s4_30_40,Truck (<=6000 lbs.),s02_10_20,Not Deployed,s1_below_165,0,Female,s1_below_70,s05_151_159,262,115,s2_4_5,1
7902,s04_1335_1555,s13_3_13,s14_n6_1,s01_below_113,4,2008,s03_1010_1135,s4_30_40,Truck (<=6000 lbs.),s04_30_40,Not Deployed,s4_180_up,0,Male,s2_70_100,s05_151_159,262,35,s2_4_5,1
7982,s04_1335_1555,s13_3_13,s11_n38_n28,s07_468_577,2,2005,s06_1455_1575,s4_30_40,Passenger Car,s08_70_80,Deployed,s4_180_up,0,Male,s2_70_100,s05_151_159,280,125,s2_4_5,1
8044,s04_1335_1555,s12_0_3,s15_1_17,s01_below_113,3,2006,s08_1695_1855,s6_50_60,Passenger Car,s05_40_50,Not Deployed,s1_below_165,0,Female,s2_70_100,s04_145_151,262,315,s1_below_4,1
8118,s03_1035_1335,s11_n10_0,s13_n20_n6,s01_below_113,3,2002,s04_1135_1335,s5_40_50,Passenger Car,s04_30_40,Not Deployed,s3_170_180,0,Male,s2_70_100,s03_141_145,244,145,s1_below_4,1
8197,s03_1035_1335,s13_3_13,s12_n28_n20,s06_366_468,3,2001,s05_1335_1455,s4_30_40,Passenger Car,s03_20_30,Not Deployed,s3_170_180,0,Male,s1_below_70,s04_145_151,262,95,s1_below_4,1
8294,s06_1675_1935,s10_n16_n10,s14_n6_1,s03_167_230,2,2006,s06_1455_1575,s4_30_40,Truck (<=6000 lbs.),s06_50_60,Not Deployed,s1_below_165,0,Female,s2_70_100,s05_151_159,272,205,s2_4_5,1
8379,s04_1335_1555,s13_3_13,s13_n20_n6,s01_below_113,4,2005,s09_1855_2075,s4_30_40,Passenger Car,s05_40_50,Not Deployed,s1_below_165,0,Female,s1_below_70,s05_151_159,274,95,s2_4_5,1
8474,s08_2075_2210,s12_0_3,s16_17_28,s06_366_468,3,2004,s07_1575_1695,s4_30_40,Truck (<=10000 lbs.),s03_20_30,Not Deployed,s3_170_180,0,Male,s2_70_100,s07_163_169,364,315,s4_6_7,1
8613,s07_1935_2075,s11_n10_0,s12_n28_n20,s06_366_468,5,2005,s07_1575_1695,s6_50_60,Truck (<=6000 lbs.),s02_10_20,Not Deployed,s4_180_up,0,Female,s2_70_100,s05_151_159,287,145,s2_4_5,1
8709,s10_2350_2570,s11_n10_0,s13_n20_n6,s03_167_230,5,2005,s05_1335_1455,s7_60_70,Truck (<=10000 lbs.),s03_20_30,Not Deployed,s2_165_170,0,Male,s1_below_70,s08_169_176,389,165,s4_6_7,1
8816,s04_1335_1555,s13_3_13,s13_n20_n6,s03_167_230,3,2002,s13_2535_2645,s4_30_40,Passenger Car,s05_40_50,Not Deployed,s3_170_180,0,Male,s1_below_70,s05_151_159,257,135,s1_below_4,1
8938,s04_1335_1555,s12_0_3,s13_n20_n6,s01_below_113,4,2003,s06_1455_1575,s6_50_60,Passenger Car,s04_30_40,Not Deployed,s4_180_up,0,Male,s2_70_100,s04_145_151,251,135,s1_below_4,1
9043,s10_2350_2570,s11_n10_0,s14_n6_1,s02_113_167,5,2007,s04_1135_1335,s5_40_50,Truck (<=10000 lbs.),s04_30_40,Not Deployed,s2_165_170,0,Female,s1_below_70,s08_169_176,299,185,s3_5_6,1
9149,s03_1035_1335,s12_0_3,s11_n38_n28,s07_468_577,1,2006,s05_1335_1455,s3_20_30,Passenger Car,s02_10_20,Deployed,s1_below_165,0,Male,s1_below_70,s04_145_151,262,135,s1_below_4,1
9285,s03_1035_1335,s12_0_3,s13_n20_n6,s03_167_230,2,2002,s09_1855_2075,s4_30_40,Passenger Car,s04_30_40,Deployed,s1_below_165,0,Female,s1_below_70,s03_141_145,264,155,s1_below_4,1
9398,s03_1035_1335,s11_n10_0,s13_n20_n6,s01_below_113,5,2006,s11_2255_2400,s4_30_40,Passenger Car,s06_50_60,Not Deployed,s1_below_165,0,Female,s3_100_130,s04_145_151,262,155,s1_below_4,1
9496,s03_1035_1335,s12_0_3,s11_n38_n28,s09_717_877,2,2005,s04_1135_1335,s4_30_40,Passenger Car,s06_50_60,Deployed,s4_180_up,0,Male,s2_70_100,s05_151_159,260,135,s1_below_4,1
9583,s06_1675_1935,s13_3_13,s14_n6_1,s01_below_113,3,2001,s07_1575_1695,s4_30_40,Truck (<=6000 lbs.),s02_10_20,Deployed,s1_below_165,0,Female,s1_below_70,s04_145_151,259,185,s1_below_4,1
9676,s04_1335_1555,s11_n10_0,s13_n20_n6,s01_below_113,5,2003,s10_2075_2255,s4_30_40,Passenger Car,s05_40_50,Not Deployed,s1_below_165,0,Male,s2_70_100,s05_151_159,274,145,s2_4_5,1
9771,s03_1035_1335,s13_3_13,s13_n20_n6,s02_113_167,4,2002,s03_1010_1135,s4_30_40,Passenger Car,s05_40_50,Deployed,s4_180_up,0,Male,s3_100_130,s03_141_145,250,105,s1_below_4,1
9861,s04_1335_1555,s12_0_3,s11_n38_n28,s06_366_468,5,2003,s07_1575_1695,s4_30_40,Passenger Car,s04_30_40,Not Deployed,s4_180_up,0,Male,s2_70_100,s05_151_159,257,135,s1_below_4,1
9938,s03_1035_1335,s12_0_3,s13_n20_n6,s01_below_113,2,2001,s06_1455_1575,s6_50_60,Passenger Car,s02_10_20,Not Deployed,s1_below_165,0,Female,s2_70_100,s04_145_151,262,135,s1_below_4,1
9990,s03_1035_1335,s12_0_3,s11_n38_n28,s06_366_468,2,2001,s04_1135_1335,s5_40_50,Passenger Car,s04_30_40,Deployed,s2_165_170,0,Male,s1_below_70,s04_145_151,262,135,s1_below_4,1
10090,s10_2350_2570,s13_3_13,s13_n20_n6,s01_below_113,2,2004,s09_1855_2075,s5_40_50,Truck (<=10000 lbs.),s06_50_60,Not Deployed,s4_180_up,0,Male,s2_70_100,s07_163_169,330,105,s3_5_6,1
10164,s03_1035_1335,s12_0_3,s12_n28_n20,s04_230_290,4,2003,s03_1010_1135,s5_40_50,Passenger Car,s03_20_30,Deployed,s3_170_180,0,Male,s2_70_100,s04_145_151,261,125,s1_below_4,1
10248,s03_1035_1335,s13_3_13,s13_n20_n6,s01_below_113,4,2003,s03_1010_1135,s6_50_60,Passenger Car,s03_20_30,Not Deployed,s4_180_up,0,Male,s2_70_100,s04_145_151,261,95,s1_below_4,1
10378,s06_1675_1935,s10_n16_n10,s14_n6_1,s03_167_230,2,2005,s08_1695_1855,s5_40_50,Truck (<=6000 lbs.),s05_40_50,Not Deployed,s1_below_165,0,Female,s1_below_70,s07_163_169,287,205,s2_4_5,1
10492,s06_1675_1935,s12_0_3,s13_n20_n6,s03_167_230,3,2002,s03_1010_1135,s4_30_40,Truck (<=6000 lbs.),s07_60_70,Not Deployed,s4_180_up,0,Male,s2_70_100,s05_151_159,275,55,s2_4_5,1
10603,s04_1335_1555,s15_17_25,s11_n38_n28,s07_468_577,5,2001,s08_1695_1855,s4_30_40,Truck (<=6000 lbs.),s04_30_40,Deployed,s2_165_170,0,Female,s1_below_70,s02_136_141,275,105,s1_below_4,1
10749,s05_1555_1675,s12_0_3,s13_n20_n6,s03_167_230,2,2000,s03_1010_1135,s6_50_60,Passenger Car,s04_30_40,Deployed,s3_170_180,0,Male,s2_70_100,s05_151_159,277,135,s2_4_5,1
