id,GV_CURBWGT,GV_DVLAT,GV_DVLONG,GV_ENERGY,GV_LANES,GV_MODELYR,GV_OTVEHWGT,GV_SPLIMIT,GV_WGTCDTR,OA_AGE,OA_BAGDEPLY,OA_HEIGHT,OA_MAIS,OA_SEX,OA_WEIGHT,VE_ORIGAVTW,VE_WHEELBAS,VE_PDOF_TR,GV_FOOTPRINT
12412,1850,0,-22,386,6,2002,2010,45,Truck (<=6000 lbs.),31,Not Deployed,180,1,Male,86,151,269,135,4.0619
12413,2290,14,-16,425,6,2002,1720,45,Truck (<=10000 lbs.),32,Not Deployed,175,1,Male,79,167,295,95,4.9265
12414,1260,0,-18,107,3,2004,1590,45,Passenger Car,46,Deployed,163,1,Female,76,145,264,135,3.828
12415,2150,2,-14,156,6,2003,1500,45,Truck (<=10000 lbs.),38,Not Deployed,183,0,Male,89,167,365,125,6.0955
12416,1340,0,-15,401,3,2001,1750,45,Passenger Car,33,Not Deployed,157,0,Female,70,154,272,145,4.1888
12417,1640,20,-24,597,3,2002,1930,45,Passenger Car,25,Deployed,175,1,Male,91,154,257,95,3.9578
12418,1520,-8,-22,293,3,2002,1840,45,Passenger Car,20,Deployed,183,1,Male,91,158,276,155,4.3608
12419,1480,-5,-9,134,3,2002,1840,55,Passenger Car,37,Not Deployed,170,0,Female,68,151,271,165,4.0921
12420,1410,0,-31,687,4,2004,1310,65,Passenger Car,40,Deployed,160,2,Female,68,151,270,135,4.077
12421,1800,11,-10,154,2,2003,1470,45,Truck (<=6000 lbs.),55,Deployed,185,1,Male,78,151,269,85,4.0619
12422,1470,-6,-17,397,3,2004,1800,45,Passenger Car,24,Deployed,180,1,Male,77,151,267,155,4.0317
12423,2990,4,-48,559,2,2005,1200,45,Truck (<=10000 lbs.),24,Deployed,183,1,Male,100,170,320,125,5.44
12424,1200,-25,-40,150,2,2000,2990,45,Passenger Car,59,Deployed,178,1,Male,75,147,257,155,3.7779
12425,1410,0,-15,142,5,2003,1480,45,Passenger Car,24,Not Deployed,165,1,Female,77,151,272,135,4.1072
12426,1230,0,-23,137,2,2002,890,45,Passenger Car,24,Deployed,168,2,Male,64,147,261,135,3.8367
12427,2560,0,-15,550,2,2001,1400,35,Truck (<=10000 lbs.),55,Not Deployed,180,0,Male,125,171,365,135,6.2415
12428,3080,3,-17,300,2,2004,1480,35,Truck (<=6000 lbs.),17,Deployed,163,0,Female,64,171,313,125,5.3523
12429,1480,-6,-34,852,2,2001,3080,35,Passenger Car,41,Deployed,160,1,Female,86,154,257,145,3.9578
12430,1100,17,-46,967,2,2001,1040,45,Passenger Car,27,Deployed,163,2,Female,82,147,262,115,3.8514
12431,1760,-18,-15,702,3,2002,1520,45,Passenger Car,78,Deployed,155,1,Female,47,159,289,185,4.5951
12432,1520,13,-23,318,6,2001,1760,45,Passenger Car,41,Deployed,173,1,Female,100,157,276,105,4.3332
12433,1840,3,16,598,3,2005,1720,35,Truck (<=10000 lbs.),60,Not Deployed,152,1,Male,78,166,302,325,5.0132
12434,1610,-5,-27,219,3,2001,1240,35,Passenger Car,70,Deployed,170,2,Male,91,157,277,145,4.3489
12435,1090,9,-21,111,2,2002,1060,25,Passenger Car,32,Not Deployed,173,0,Male,75,147,262,125,3.8514
12436,2500,8,-21,769,5,2003,1140,45,Truck (<=10000 lbs.),30,Deployed,185,1,Male,103,173,358,115,6.1934
12437,1750,3,-16,449,5,2005,2640,35,Truck (<=6000 lbs.),31,Not Deployed,168,0,Female,75,163,303,135,4.9389
12438,3100,-1,-8,197,5,2003,1080,35,Truck (<=10000 lbs.),22,Not Deployed,165,0,Female,73,174,351,145,6.1074
12439,1390,9,-24,131,3,2005,2640,15,Passenger Car,55,Deployed,160,1,Female,63,155,274,115,4.247
12440,1300,0,-18,99,2,2001,1890,65,Passenger Car,48,Not Deployed,163,1,Female,68,150,267,135,4.005
12441,1630,-19,-16,651,7,2000,1520,45,Passenger Car,82,Deployed,163,1,Female,59,157,279,185,4.3803
12442,1760,4,-7,206,3,2000,2030,45,Truck (<=6000 lbs.),73,Not Deployed,178,0,Male,82,159,290,105,4.611
12443,2210,-2,-14,193,5,2002,1140,35,Truck (<=10000 lbs.),18,Deployed,188,0,Male,73,167,295,145,4.9265
12444,1140,-29,0,529,5,2000,2210,35,Passenger Car,27,Not Deployed,170,1,Male,66,149,262,225,3.9038
12445,1760,0,17,177,3,2005,2680,35,Truck (<=6000 lbs.),64,Not Deployed,163,1,Female,52,157,272,315,4.2704
12446,1340,13,-7,245,3,2001,1410,35,Passenger Car,21,Not Deployed,173,0,Male,73,152,271,75,4.1192
12447,1580,0,-12,65,5,2002,1400,45,Truck (<=6000 lbs.),29,Not Deployed,168,1,Female,52,155,271,165,4.2005
12448,1400,4,-12,128,3,2005,1580,45,Passenger Car,31,Deployed,173,1,Female,82,155,280,115,4.34
12449,1450,23,-9,469,3,2005,1970,65,Passenger Car,26,Not Deployed,168,1,Female,68,153,274,75,4.1922
12450,990,4,-25,357,7,2005,1800,35,Passenger Car,32,Deployed,157,1,Female,56,143,244,125,3.4892
12451,1330,0,-3,501,7,2002,1730,45,Passenger Car,54,Not Deployed,163,1,Female,59,142,260,185,3.692
12452,2140,2,-21,197,3,2003,1870,35,Truck (<=6000 lbs.),29,Not Deployed,170,1,Female,68,161,291,115,4.6851
12453,920,6,-15,90,5,2000,1170,45,Passenger Car,55,Deployed,170,0,Female,73,144,237,115,3.4128
12454,1760,4,-10,144,5,2004,1940,45,Truck (<=6000 lbs.),49,Not Deployed,183,1,Male,125,157,333,115,5.2281
12455,1210,-32,-6,748,2,2003,2130,35,Passenger Car,50,Deployed,165,1,Female,93,145,264,215,3.828
12456,1240,14,-16,160,7,2003,960,45,Passenger Car,21,Deployed,163,0,Female,59,148,262,95,3.8776
12457,2230,9,-2,151,2,2000,1620,35,Truck (<=10000 lbs.),32,Not Deployed,165,1,Female,79,166,330,55,5.478
12458,1920,-15,-18,661,2,2000,1960,45,Truck (<=6000 lbs.),49,Deployed,157,1,Female,57,161,303,175,4.8783
12459,1960,15,-18,925,2,2004,1920,45,Truck (<=10000 lbs.),31,Deployed,157,0,Female,64,165,353,95,5.8245
12460,1830,-4,-12,458,5,2005,1540,35,Truck (<=6000 lbs.),28,Not Deployed,152,0,Female,58,152,265,155,4.028
12461,1970,3,-11,185,4,2002,1560,55,Truck (<=6000 lbs.),35,Not Deployed,168,0,Female,107,155,289,135,4.4795
12462,1160,-2,-83,458,3,2002,1370,70,Passenger Car,31,Deployed,175,3,Male,82,147,261,135,3.8367
12463,1760,7,-12,79,5,2002,1430,45,Truck (<=6000 lbs.),22,Deployed,142,0,Female,50,157,272,105,4.2704
12464,2410,6,-32,751,2,2004,1370,30,Truck (<=10000 lbs.),40,Deployed,175,2,Female,64,171,369,125,6.3099
12465,2140,10,-11,167,2,2004,1310,45,Truck (<=6000 lbs.),43,Not Deployed,163,1,Female,70,161,291,125,4.6851
12466,1580,4,-23,355,2,2005,1680,35,Truck (<=6000 lbs.),26,Deployed,178,1,Male,98,158,272,125,4.2976
12467,1070,-21,-36,1397,2,2000,1500,30,Passenger Car,24,Deployed,165,2,Female,54,148,262,165,3.8776
12468,1500,-5,-30,457,2,2002,1070,30,Passenger Car,18,Deployed,170,1,Female,61,148,272,145,4.0256
12469,1590,-3,-16,132,3,2003,1520,45,Truck (<=6000 lbs.),24,Deployed,163,1,Female,59,154,262,145,4.0348
12470,1690,11,-30,846,5,2004,1280,45,Passenger Car,24,Deployed,72,1,Male,73,158,279,115,4.4082
12471,1660,6,-36,1239,3,2000,1320,70,Truck (<=6000 lbs.),18,Deployed,185,3,Male,95,151,269,125,4.0619
12472,1720,-5,-13,256,7,2000,1060,35,Passenger Car,34,Not Deployed,178,1,Male,113,164,291,155,4.7724
12473,1130,0,51,2400,3,2003,1420,45,Passenger Car,20,Not Deployed,160,1,Female,54,146,260,315,3.796
12474,1290,0,22,533,2,2000,690,30,Truck (<=6000 lbs.),47,Not Deployed,168,1,Female,79,147,241,315,3.5427
12475,1230,6,-32,335,4,2002,1820,45,Passenger Car,63,Deployed,170,1,Female,64,147,260,125,3.822
12476,2060,-3,-18,615,5,2003,1250,30,Truck (<=10000 lbs.),27,Deployed,180,1,Male,118,167,326,145,5.4442
12477,2290,8,-2,75,2,2000,1120,35,Truck (<=10000 lbs.),36,Not Deployed,168,0,Female,68,167,295,135,4.9265
12478,1170,4,23,370,2,2001,1270,45,Passenger Car,19,Not Deployed,168,1,Female,68,147,262,325,3.8514
12479,2100,-17,-14,675,4,2002,2220,45,Truck (<=10000 lbs.),17,Not Deployed,191,1,Male,113,157,295,185,4.6315
12480,1520,0,-49,786,2,2001,1180,30,Passenger Car,25,Deployed,173,1,Female,64,158,276,135,4.3608
12481,2050,9,-15,485,3,2000,1220,30,Passenger Car,44,Not Deployed,180,0,Male,109,154,290,105,4.466
12482,1220,-14,-24,447,5,2003,2050,40,Passenger Car,30,Deployed,180,4,Female,104,149,261,165,3.8889
12483,1390,14,18,188,3,2001,1840,55,Truck (<=6000 lbs.),67,Not Deployed,163,1,Female,68,139,275,345,3.8225
12484,1520,-24,-4,285,3,2000,1460,55,Truck (<=6000 lbs.),24,Deployed,163,1,Female,54,144,265,215,3.816
12485,1460,-13,-29,940,6,2005,1580,40,Passenger Car,69,Deployed,173,1,Male,79,155,280,155,4.34
12486,1580,-5,-42,263,3,2005,1460,30,Truck (<=6000 lbs.),29,Deployed,165,1,Female,64,158,272,85,4.2976
12487,1500,-4,-11,190,2,2002,1180,30,Truck (<=6000 lbs.),56,Deployed,170,0,Male,68,148,319,155,4.7212
12488,1180,3,-15,85,2,2004,1500,30,Passenger Car,39,Deployed,180,1,Female,70,145,264,125,3.828
12489,1970,-1,-7,102,3,2003,910,40,Truck (<=6000 lbs.),44,Not Deployed,157,0,Female,73,155,289,145,4.4795
12490,1260,16,-6,281,2,2005,1920,30,Passenger Car,16,Deployed,168,1,Female,64,145,264,65,3.828
12491,1740,-6,-34,164,2,2004,1330,45,Truck (<=6000 lbs.),47,Deployed,178,1,Male,82,153,265,145,4.0545
12492,2150,12,-32,2334,2,2001,1480,40,Truck (<=10000 lbs.),37,Deployed,183,2,Male,139,167,365,115,6.0955
12493,1370,5,-24,318,3,2005,1900,45,Passenger Car,23,Deployed,178,0,Female,64,155,280,135,4.34
12494,1900,22,-11,276,3,2003,1570,45,Truck (<=6000 lbs.),37,Not Deployed,160,1,Female,59,152,270,35,4.104
12495,1100,-15,-42,617,2,2002,1140,45,Passenger Car,63,Deployed,163,2,Female,62,147,262,155,3.8514
12496,1570,15,-41,1170,4,2004,1730,35,Passenger Car,49,Deployed,185,0,Male,91,156,284,115,4.4304
12497,1470,-7,-18,207,5,2005,1640,35,Passenger Car,58,Deployed,191,0,Male,100,153,274,155,4.1922
12498,1440,-10,-17,382,4,2005,1840,35,Passenger Car,32,Deployed,175,1,Male,68,151,270,165,4.077
12499,1760,-11,-18,858,6,2004,1140,45,Truck (<=6000 lbs.),68,Deployed,175,1,Female,73,157,272,165,4.2704
12500,1080,-9,-50,1749,2,2002,1820,50,Passenger Car,33,Deployed,157,4,Female,59,143,260,145,3.718
12501,1660,2,37,153,2,2002,1800,30,Truck (<=6000 lbs.),59,Not Deployed,173,2,Male,82,152,295,215,4.484
12502,1870,0,37,192,3,2005,2370,55,Truck (<=6000 lbs.),58,Not Deployed,175,1,Male,91,168,303,305,5.0904
12503,1570,-9,-24,520,5,2005,1860,35,Passenger Car,56,Deployed,168,1,Female,64,156,284,155,4.4304
12504,1580,-12,-69,2215,2,2003,1640,45,Passenger Car,63,Deployed,170,3,Female,57,155,275,145,4.2625
12505,1410,-18,-7,416,5,2002,1730,45,Passenger Car,54,Deployed,163,2,Female,75,150,272,205,4.08
12506,1430,19,3,552,2,2001,1710,40,Passenger Car,33,Not Deployed,168,1,Female,54,150,270,35,4.05
12507,1560,-13,2,218,2,2001,1490,25,Passenger Car,83,Not Deployed,157,1,Female,82,154,272,235,4.1888
12508,1170,3,-11,32,5,2001,1790,45,Passenger Car,27,Deployed,170,0,Female,54,147,254,145,3.7338
12509,2330,-27,-7,538,3,2002,1570,25,Truck (<=10000 lbs.),23,Not Deployed,185,0,Male,91,174,351,225,6.1074
12510,1570,11,-8,42,3,2004,2330,25,Passenger Car,26,Not Deployed,165,0,Female,50,156,284,85,4.4304
12511,1880,-18,-30,762,3,2002,1490,55,Truck (<=6000 lbs.),38,Deployed,185,1,Male,118,162,303,165,4.9086
12512,1210,-12,-15,126,6,2002,1980,35,Passenger Car,46,Deployed,160,1,Female,75,146,264,175,3.8544
12513,1980,9,-8,341,2,2001,1210,35,Truck (<=10000 lbs.),67,Not Deployed,183,0,Male,100,167,365,195,6.0955
12514,1500,-9,-53,886,2,2003,1560,40,Passenger Car,53,Deployed,178,2,Male,75,157,274,145,4.3018
12515,1390,9,-49,1994,2,2004,1700,30,Passenger Car,59,Deployed,178,4,Male,105,150,272,95,4.08
12516,1900,5,-12,83,4,2002,1570,45,Passenger Car,75,Not Deployed,173,0,Male,77,162,290,125,4.698
12517,1590,3,-7,343,2,2002,1490,30,Passenger Car,61,Not Deployed,160,1,Female,73,158,276,105,4.3608
12518,1810,-4,-11,111,5,2004,2150,55,Truck (<=6000 lbs.),40,Deployed,170,1,Female,79,151,269,155,4.0619
12519,1210,4,-44,290,6,2005,1280,55,Passenger Car,65,Not Deployed,183,2,Male,84,153,260,15,3.978
12520,1740,6,-36,1025,3,2005,1570,45,Truck (<=6000 lbs.),25,Deployed,157,0,Female,49,163,286,125,4.6618
12521,1570,-7,-37,1102,5,2005,1740,45,Passenger Car,69,Deployed,180,3,Male,102,157,281,145,4.4117
12522,1440,0,27,351,4,2001,1700,45,Passenger Car,23,Not Deployed,72,0,Male,76,154,267,315,4.1118
12523,1490,0,-68,326,3,2005,1490,55,Passenger Car,78,Deployed,165,1,Male,73,153,270,135,4.131
12524,1070,4,-24,232,5,2000,1880,45,Passenger Car,27,Deployed,168,1,Female,82,148,262,95,3.8776
12525,1400,0,-53,1568,2,2000,1350,55,Truck (<=6000 lbs.),78,Deployed,178,4,Male,68,139,275,135,3.8225
12526,1570,-10,-17,259,2,2005,1940,45,Passenger Car,22,Deployed,170,1,Female,70,156,284,165,4.4304
12527,1770,-28,32,246,4,2002,1480,55,Truck (<=6000 lbs.),37,Not Deployed,168,1,Female,82,162,307,315,4.9734
12528,1120,0,-30,88,2,2004,1790,40,Passenger Car,23,Not Deployed,163,0,Female,66,147,262,135,3.8514
12529,1980,18,0,232,2,2005,1160,45,Truck (<=6000 lbs.),40,Not Deployed,160,1,Female,59,162,303,45,4.9086
12530,1800,-12,-10,383,2,2001,1310,30,Truck (<=6000 lbs.),20,Not Deployed,168,1,Female,59,151,269,185,4.0619
12531,1310,14,-17,273,2,2003,1800,40,Truck (<=6000 lbs.),55,Not Deployed,163,4,Female,59,151,249,95,3.7599
12532,1960,-12,-20,1165,5,2001,1550,45,Truck (<=6000 lbs.),17,Deployed,183,0,Male,83,154,270,165,4.158
12533,2040,-26,-31,841,4,2002,1960,35,Truck (<=10000 lbs.),45,Deployed,185,1,Male,103,172,306,175,5.2632
12534,1570,0,-56,1315,2,2005,1090,30,Passenger Car,41,Deployed,178,5,Male,86,157,281,135,4.4117
12535,1880,12,-7,291,5,2003,910,45,Truck (<=6000 lbs.),16,Not Deployed,163,1,Female,66,162,303,75,4.9086
12536,1430,11,-19,570,3,2004,1400,35,Passenger Car,86,Not Deployed,155,2,Female,59,154,267,105,4.1118
12537,1750,7,-20,262,3,2003,1560,45,Truck (<=6000 lbs.),25,Deployed,180,0,Male,75,152,265,115,4.028
12538,1090,5,-15,283,3,2000,1030,35,Passenger Car,22,Deployed,168,1,Female,72,145,247,115,3.5815
12539,1850,0,24,938,6,2005,1510,55,Passenger Car,59,Not Deployed,170,0,Female,66,159,293,315,4.6587
12540,1670,-3,-18,253,1,2001,2050,45,Truck (<=6000 lbs.),68,Not Deployed,173,0,Male,70,148,319,145,4.7212
12541,1330,4,-4,149,2,2000,2340,70,Passenger Car,21,Not Deployed,160,0,Female,64,153,274,165,4.1922
12542,2240,-12,22,142,3,2002,1070,70,Truck (<=10000 lbs.),26,Not Deployed,163,1,Female,68,166,295,305,4.897
12543,2280,0,-24,558,2,2005,1390,55,Truck (<=10000 lbs.),42,Not Deployed,180,1,Male,150,174,357,135,6.2118
12544,2320,8,-14,371,2,2004,1540,45,Truck (<=6000 lbs.),24,Deployed,160,0,Female,47,173,313,105,5.4149
12545,1530,-9,-16,339,2,2000,1890,55,Passenger Car,76,Not Deployed,175,0,Male,93,157,281,155,4.4117
12546,1890,3,-15,215,2,2002,1530,45,Truck (<=10000 lbs.),37,Deployed,175,2,Male,91,169,302,125,5.1038
12547,2000,-2,-12,86,5,2001,1420,35,Truck (<=6000 lbs.),58,Deployed,170,0,Male,68,147,258,135,3.7926
12548,1420,15,6,204,5,2004,2000,35,Passenger Car,22,Not Deployed,191,1,Male,68,155,280,25,4.34
12549,1240,12,-10,70,3,2003,980,35,Passenger Car,49,Not Deployed,180,0,Female,64,148,262,65,3.8776
12550,1470,-11,-31,449,3,2001,1360,40,Passenger Car,22,Deployed,163,2,Female,82,153,275,155,4.2075
12551,1940,-7,-19,350,4,2001,2130,35,Truck (<=6000 lbs.),28,Deployed,168,1,Male,73,168,300,155,5.04
12552,1660,-8,-14,174,3,2002,1780,30,Passenger Car,29,Not Deployed,188,1,Male,127,153,275,165,4.2075
12553,1420,4,-34,301,5,2005,2500,55,Passenger Car,30,Deployed,163,0,Female,50,155,274,135,4.247
12554,1420,-5,-26,357,3,2002,1250,65,Passenger Car,28,Deployed,160,1,Female,52,154,272,145,4.1888
12555,1470,0,-47,841,2,2001,1920,70,Passenger Car,34,Deployed,173,0,Male,77,152,275,135,4.18
12556,1920,0,35,1491,2,2005,1470,70,Truck (<=6000 lbs.),58,Not Deployed,175,1,Male,91,149,320,315,4.768
12557,1590,-6,-36,1101,2,2004,1220,55,Truck (<=6000 lbs.),22,Deployed,191,1,Male,77,148,237,145,3.5076
12558,2540,0,-45,3292,2,2004,1450,55,Truck (<=10000 lbs.),55,Deployed,188,3,Male,84,171,367,135,6.2757
12559,1330,0,-31,520,2,2000,1500,70,Passenger Car,24,Deployed,157,1,Female,64,155,272,135,4.216
12560,3900,0,27,274,2,2002,1330,70,Truck (<=10000 lbs.),45,Not Deployed,168,0,Male,92,174,348,325,6.0552
12561,2050,0,-29,680,2,2005,1380,55,Truck (<=6000 lbs.),33,Not Deployed,163,2,Female,73,158,287,135,4.5346
12562,1990,-1,-8,81,2,2003,1380,35,Truck (<=6000 lbs.),46,Not Deployed,170,0,Female,68,155,289,135,4.4795
12563,2050,6,-16,484,2,2005,1170,45,Truck (<=6000 lbs.),57,Not Deployed,180,1,Male,113,158,287,115,4.5346
12564,1540,7,-8,161,2,2002,1260,45,Passenger Car,57,Deployed,175,1,Female,66,156,281,95,4.3836
12565,2490,-5,-13,393,4,2000,1640,55,Truck (<=10000 lbs.),60,Deployed,170,1,Female,100,166,302,155,5.0132
12566,1640,12,-15,389,3,2002,2490,55,Passenger Car,59,Deployed,180,1,Male,95,157,287,95,4.5059
12567,1550,-4,-6,182,4,2000,1920,55,Passenger Car,40,Deployed,178,1,Female,64,154,257,175,3.9578
12568,1490,16,-43,388,2,2004,1710,55,Passenger Car,55,Deployed,163,2,Female,63,154,270,115,4.158
12569,1420,25,2,318,5,2002,1380,45,Passenger Car,45,Not Deployed,163,1,Female,54,154,272,225,4.1888
12570,1200,2,-10,180,2,2004,1680,20,Passenger Car,22,Not Deployed,168,0,Female,61,147,254,135,3.7338
12571,1130,-17,-20,162,2,2001,1600,55,Passenger Car,21,Not Deployed,165,0,Female,59,147,262,175,3.8514
12572,1470,11,-29,666,3,2003,1600,55,Passenger Car,18,Deployed,168,2,Female,59,148,273,115,4.0404
12573,1800,-8,-46,2166,2,2000,1580,55,Truck (<=6000 lbs.),25,Deployed,175,2,Male,77,149,283,145,4.2167
12574,1410,-7,-40,1242,2,2002,1840,50,Truck (<=6000 lbs.),30,Deployed,173,0,Male,77,138,275,145,3.795
12575,2340,0,-9,149,4,2003,1470,55,Truck (<=10000 lbs.),33,Not Deployed,175,0,Male,100,166,295,145,4.897
12576,2290,-10,-28,626,5,2003,1510,45,Truck (<=10000 lbs.),27,Deployed,180,0,Male,91,165,323,155,5.3295
12577,1800,-10,-4,137,3,2003,1410,45,Truck (<=6000 lbs.),36,Not Deployed,160,1,Female,77,152,265,205,4.028
12578,1410,5,-13,105,4,2001,1800,45,Passenger Car,20,Not Deployed,157,1,Female,59,153,267,115,4.0851
12579,1680,-5,-2,70,4,2000,1150,50,Truck (<=6000 lbs.),51,Deployed,160,0,Female,54,152,268,215,4.0736
12580,1440,-12,-15,533,3,2003,1210,35,Passenger Car,22,Not Deployed,163,0,Female,54,151,264,175,3.9864
12581,1350,-3,-18,183,3,2001,1480,30,Passenger Car,54,Not Deployed,150,0,Female,73,150,267,145,4.005
12582,1760,15,-42,2202,4,2001,1700,50,Truck (<=6000 lbs.),19,Deployed,175,3,Female,64,147,269,115,3.9543
12583,1160,5,-13,131,2,2005,1930,55,Truck (<=6000 lbs.),22,Not Deployed,183,1,Male,61,140,250,115,3.5
12584,1460,9,-24,469,4,2003,1140,50,Passenger Car,77,Deployed,163,0,Female,64,155,272,115,4.216
12585,1600,0,-22,208,2,2003,1910,70,Truck (<=6000 lbs.),38,Deployed,165,2,Female,68,152,310,135,4.712
12586,1910,-3,18,427,2,2004,1600,70,Truck (<=6000 lbs.),51,Not Deployed,157,1,Female,66,158,271,305,4.2818
12587,1810,7,-12,215,2,2003,1960,55,Truck (<=6000 lbs.),35,Not Deployed,165,1,Female,73,149,259,105,3.8591
12588,1310,4,-12,315,4,2003,1470,35,Passenger Car,54,Not Deployed,170,1,Female,77,152,260,115,3.952
12589,1530,6,-18,299,4,2002,2220,45,Passenger Car,59,Deployed,168,2,Female,97,156,277,115,4.3212
12590,1510,0,-37,740,2,2003,1290,40,Passenger Car,52,Deployed,160,1,Female,84,158,277,135,4.3766
12591,1960,19,-3,309,3,2002,1600,45,Truck (<=10000 lbs.),36,Not Deployed,188,1,Male,109,167,365,55,6.0955
12592,1410,10,-26,372,4,2004,1020,50,Passenger Car,28,Deployed,173,0,Male,95,152,269,115,4.0888
12593,1510,0,-8,117,5,2003,1290,45,Passenger Car,68,Not Deployed,183,0,Male,95,157,277,155,4.3489
12594,1200,-4,-23,320,2,2002,2460,35,Passenger Car,21,Deployed,170,1,Male,77,145,264,145,3.828
12595,1530,14,-19,173,4,2002,1140,50,Passenger Car,85,Not Deployed,185,3,Male,77,156,277,45,4.3212
12596,1800,0,-22,424,2,2001,2500,55,Passenger Car,66,Deployed,165,2,Female,54,163,292,135,4.7596
12597,2500,0,15,150,2,2003,1800,55,Truck (<=10000 lbs.),41,Not Deployed,188,1,Male,104,171,302,315,5.1642
12598,1100,0,-20,70,2,2000,1140,35,Passenger Car,40,Not Deployed,163,0,Female,100,146,246,135,3.5916
12599,1580,30,-11,1355,2,2003,1330,25,Passenger Car,33,Not Deployed,160,3,Female,50,156,282,65,4.3992
12600,1330,-13,-37,381,3,2001,1580,55,Passenger Car,17,Deployed,163,1,Female,54,151,257,155,3.8807
12601,1430,0,-43,4147,4,2000,1830,35,Passenger Car,41,Not Deployed,173,4,Male,73,150,272,55,4.08
12602,1570,6,-33,696,2,2005,1760,45,Passenger Car,32,Deployed,163,2,Female,66,154,272,125,4.1888
12603,1400,9,-25,547,2,2002,1050,40,Truck (<=6000 lbs.),40,Deployed,165,1,Female,74,153,262,115,4.0086
12604,2950,0,-12,238,3,2005,1190,45,Truck (<=10000 lbs.),45,Not Deployed,191,1,Male,77,173,437,145,7.5601
12605,2120,9,-11,359,2,2003,1760,45,Truck (<=6000 lbs.),67,Not Deployed,168,1,Female,64,158,287,65,4.5346
12606,1760,-9,-15,123,2,2003,2120,45,Truck (<=6000 lbs.),19,Not Deployed,155,0,Female,52,152,264,165,4.0128
12607,1390,0,-12,201,2,2003,2430,25,Passenger Car,22,Not Deployed,157,1,Female,61,154,268,125,4.1272
12608,1210,0,-18,140,3,2001,1700,45,Passenger Car,55,Deployed,160,0,Female,57,145,264,135,3.828
12609,1810,-14,-17,738,5,2003,1390,45,Truck (<=6000 lbs.),45,Deployed,168,1,Female,64,149,259,175,3.8591
12610,1210,8,43,685,3,2000,1990,50,Truck (<=6000 lbs.),30,Not Deployed,183,0,Male,77,141,262,325,3.6942
12611,1580,8,-3,1277,2,2003,1610,70,Passenger Car,68,Deployed,191,1,Male,80,153,271,135,4.1463
12612,1530,11,18,403,2,2002,1420,25,Passenger Car,80,Not Deployed,168,1,Male,68,157,277,345,4.3489
12613,1420,-4,-22,258,2,2002,1530,65,Passenger Car,80,Deployed,178,2,Male,88,154,272,145,4.1888
12614,1920,15,-25,308,4,2004,1360,45,Truck (<=6000 lbs.),31,Not Deployed,165,2,Female,52,148,320,105,4.736
12615,1760,9,3,80,2,2004,1510,40,Truck (<=6000 lbs.),18,Not Deployed,170,0,Female,54,151,265,25,4.0015
12616,2300,0,-37,288,2,2005,1810,45,Truck (<=10000 lbs.),44,Deployed,180,4,Male,100,168,357,135,5.9976
12617,1450,6,-37,1173,2,2000,2020,35,Passenger Car,19,Deployed,165,3,Female,56,152,274,105,4.1648
12618,2020,0,-17,1953,2,2002,1450,55,Truck (<=6000 lbs.),34,Not Deployed,183,1,Male,149,155,289,155,4.4795
12619,1330,0,-24,334,3,2005,1520,45,Passenger Car,23,Not Deployed,157,1,Female,88,148,262,135,3.8776
12620,1520,0,21,272,3,2002,1330,45,Passenger Car,45,Not Deployed,183,1,Male,91,158,276,315,4.3608
12621,1530,4,-11,69,4,2000,1360,40,Truck (<=6000 lbs.),55,Not Deployed,188,1,Male,91,146,308,115,4.4968
12622,2050,3,-20,211,2,2004,1780,35,Truck (<=6000 lbs.),22,Deployed,178,1,Female,82,158,287,125,4.5346
12623,1580,17,-3,214,2,2005,1830,45,Passenger Car,63,Not Deployed,160,2,Female,53,154,272,55,4.1888
12624,2270,0,-15,1954,2,2001,2280,70,Truck (<=10000 lbs.),38,Not Deployed,165,1,Female,57,167,330,185,5.511
12625,1460,0,-19,188,2,2005,2820,50,Passenger Car,21,Deployed,173,1,Female,58,155,280,135,4.34
12626,1410,2,-7,207,3,2004,2240,45,Passenger Car,45,Not Deployed,185,1,Male,82,151,272,135,4.1072
12627,1710,20,-17,573,3,2000,1590,35,Passenger Car,75,Deployed,163,1,Female,73,159,289,85,4.5951
12628,1430,0,-24,277,2,2003,2170,35,Truck (<=6000 lbs.),47,Not Deployed,157,1,Female,52,139,275,135,3.8225
12629,1420,2,-12,73,3,2002,2760,45,Passenger Car,54,Not Deployed,163,1,Female,86,150,272,125,4.08
12630,2200,11,-63,5048,2,2002,2040,45,Truck (<=10000 lbs.),21,Deployed,178,3,Male,77,171,353,125,6.0363
12631,1820,0,-12,133,2,2003,1460,50,Passenger Car,55,Not Deployed,160,1,Female,68,158,293,135,4.6294
12632,1460,0,15,113,2,2005,1820,50,Passenger Car,48,Not Deployed,170,0,Female,68,154,268,315,4.1272
12633,1740,5,-8,633,4,2004,1190,45,Truck (<=6000 lbs.),61,Not Deployed,160,0,Female,95,158,272,135,4.2976
12634,1190,22,0,327,3,2005,1740,45,Passenger Car,55,Not Deployed,152,1,Female,64,147,254,45,3.7338
12635,1670,-8,-22,672,2,2001,1390,35,Truck (<=6000 lbs.),42,Deployed,163,2,Female,89,154,262,155,4.0348
12636,1490,-5,-15,534,3,2005,1810,35,Passenger Car,70,Not Deployed,160,1,Female,77,154,272,155,4.1888
