id,GV_CURBWGT,GV_DVLAT,GV_DVLONG,GV_ENERGY,GV_LANES,GV_MODELYR,GV_OTVEHWGT,GV_SPLIMIT,GV_WGTCDTR,OA_AGE,OA_BAGDEPLY,OA_HEIGHT,OA_MAIS,OA_SEX,OA_WEIGHT,VE_ORIGAVTW,VE_WHEELBAS,VE_PDOF_TR,GV_FOOTPRINT
2368,1540,4,-13,32,5,2007,1530,40,Truck (<=6000 lbs.),47,Deployed,175,1,Male,68,156,262,125,4.0872
2369,1880,-19,-52,1221,2,2005,1840,55,Truck (<=6000 lbs.),45,Deployed,183,0,Male,91,149,320,155,4.768
2370,1630,12,-21,761,3,2008,1230,40,Truck (<=6000 lbs.),36,Deployed,180,1,Male,107,148,320,105,4.736
2371,1230,-6,-32,213,2,2006,1630,40,Passenger Car,16,Deployed,163,1,Female,54,149,259,145,3.8591
2372,1390,6,31,605,2,2003,1850,30,Passenger Car,68,Not Deployed,163,4,Female,101,157,274,225,4.3018
2373,1980,5,-28,445,2,2004,1030,30,Truck (<=6000 lbs.),22,Not Deployed,185,0,Male,86,155,289,125,4.4795
2374,1560,21,-5,282,3,2006,1240,35,Truck (<=6000 lbs.),22,Deployed,175,2,Male,68,155,266,135,4.123
2375,1070,19,-52,1356,5,2002,2130,45,Passenger Car,58,Deployed,163,3,Female,59,143,260,115,3.718
2376,2130,-10,-26,917,5,2006,1070,45,Truck (<=6000 lbs.),35,Deployed,201,1,Male,98,166,284,155,4.7144
2377,1390,0,-22,290,2,2008,1520,45,Passenger Car,18,Deployed,178,1,Female,91,153,268,135,4.1004
2378,1470,-3,-15,148,7,2003,2470,45,Truck (<=6000 lbs.),79,Deployed,168,1,Male,81,139,312,145,4.3368
2379,1140,15,-18,205,5,2004,1400,40,Passenger Car,21,Deployed,160,0,Female,59,146,260,95,3.796
2380,1400,-15,-12,403,2,2006,1140,30,Truck (<=6000 lbs.),62,Not Deployed,178,0,Male,81,148,262,185,3.8776
2381,2830,-4,-25,780,2,2002,1600,50,Truck (<=10000 lbs.),44,Deployed,178,1,Male,77,174,397,145,6.9078
2382,1530,-6,-32,449,5,2006,1530,40,Passenger Car,23,Deployed,160,1,Female,59,156,267,145,4.1652
2383,1870,10,-6,177,2,2002,1300,0,Truck (<=6000 lbs.),68,Not Deployed,160,1,Female,86,151,268,65,4.0468
2384,1300,-6,-17,154,5,2001,1870,45,Passenger Car,63,Deployed,165,1,Female,79,151,262,145,3.9562
2385,2500,13,-13,1145,4,2005,2420,45,Truck (<=10000 lbs.),33,Deployed,178,3,Male,93,170,352,135,5.984
2386,1950,0,-14,365,5,2005,1120,30,Truck (<=6000 lbs.),60,Not Deployed,165,0,Female,68,162,303,135,4.9086
2387,1570,-2,-12,56,5,2005,1440,40,Truck (<=6000 lbs.),79,Not Deployed,180,0,Male,82,156,262,145,4.0872
2388,1790,-13,-23,291,2,2008,1140,45,Truck (<=6000 lbs.),32,Deployed,183,2,Male,79,161,325,165,5.2325
2389,1140,14,-39,1220,2,2006,1790,45,Passenger Car,62,Deployed,163,3,Female,75,146,260,115,3.796
2390,2210,9,-23,913,2,2008,1820,40,Truck (<=10000 lbs.),54,Not Deployed,188,3,Male,110,175,357,135,6.2475
2391,1820,-19,-22,923,2,2006,2210,30,Truck (<=6000 lbs.),18,Not Deployed,170,0,Female,59,153,265,175,4.0545
2392,1440,-6,6,570,2,2005,1500,40,Truck (<=6000 lbs.),37,Deployed,157,3,Female,82,156,262,135,4.0872
2393,2040,0,-24,455,2,2008,1090,30,Truck (<=10000 lbs.),31,Deployed,183,2,Male,86,170,310,135,5.27
2394,1550,7,-17,938,2,2004,2490,40,Passenger Car,62,Deployed,160,2,Female,64,153,274,155,4.1922
2395,1710,-23,-14,444,3,2008,1570,50,Passenger Car,71,Deployed,175,1,Male,77,160,305,195,4.88
2396,1570,5,-31,777,3,2004,1710,50,Passenger Car,67,Deployed,165,1,Female,73,156,284,125,4.4304
2397,1480,29,-20,151,4,2002,1250,45,Passenger Car,51,Deployed,168,2,Female,118,155,270,125,4.185
2398,1690,-4,-22,368,2,2006,690,30,Truck (<=6000 lbs.),16,Deployed,173,0,Female,68,149,263,145,3.9187
2399,1520,4,-22,197,2,2001,1270,30,Truck (<=6000 lbs.),18,Deployed,163,1,Female,50,144,265,125,3.816
2400,1270,0,-26,445,2,2007,1520,30,Passenger Car,50,Deployed,165,3,Female,59,149,262,145,3.9038
2401,1250,5,-8,143,5,2005,1420,40,Passenger Car,18,Not Deployed,201,1,Male,118,148,260,145,3.848
2402,1150,-24,-9,220,3,2004,1360,30,Passenger Car,52,Deployed,168,1,Female,100,147,253,215,3.7191
2403,1380,-10,-18,216,5,2001,2120,45,Passenger Car,22,Not Deployed,160,1,Female,73,151,272,165,4.1072
2404,2740,-9,-2,349,2,2008,1140,45,Truck (<=10000 lbs.),47,Not Deployed,183,1,Male,73,174,437,215,7.6038
2405,1690,-3,-8,32,4,2001,1240,40,Truck (<=6000 lbs.),34,Not Deployed,157,1,Female,104,162,307,155,4.9734
2406,1630,-12,-20,771,2,2007,1210,35,Passenger Car,26,Deployed,173,1,Female,113,158,281,165,4.4398
2407,1230,-13,-8,163,6,2004,1060,45,Passenger Car,24,Not Deployed,170,0,Female,59,151,263,195,3.9713
2408,1440,-6,-17,336,2,2002,1560,30,Passenger Car,77,Not Deployed,165,1,Female,66,156,272,155,4.2432
2409,1560,15,-5,159,2,2003,1440,30,Passenger Car,54,Not Deployed,173,0,Female,84,154,272,65,4.1888
2410,2110,2,-39,1269,5,2001,1630,35,Truck (<=10000 lbs.),55,Deployed,178,1,Male,59,164,353,135,5.7892
2411,1940,-2,-14,220,2,2005,1120,30,Truck (<=6000 lbs.),71,Deployed,163,1,Female,75,161,308,145,4.9588
2412,1120,21,-4,311,2,2005,1940,30,Truck (<=6000 lbs.),20,Deployed,168,1,Female,59,155,250,55,3.875
2413,2140,16,-13,478,5,2006,1560,40,Truck (<=6000 lbs.),63,Not Deployed,168,1,Female,76,163,286,85,4.6618
2414,1730,0,-9,48,2,2001,1190,45,Passenger Car,78,Not Deployed,155,0,Female,48,154,291,135,4.4814
2415,1580,5,-29,780,6,2001,1710,45,Passenger Car,34,Deployed,168,1,Female,97,152,275,125,4.18
2416,1430,0,-47,1412,3,2008,1690,45,Passenger Car,34,Deployed,178,1,Male,91,155,273,135,4.2315
2417,1690,0,41,1217,3,2001,1430,45,Truck (<=6000 lbs.),42,Not Deployed,180,0,Male,91,162,307,315,4.9734
2418,2140,3,-18,393,2,2008,1840,40,Truck (<=10000 lbs.),61,Not Deployed,196,0,Male,86,171,302,125,5.1642
2419,1430,-8,-46,1099,5,2007,3490,40,Passenger Car,22,Deployed,160,3,Female,64,156,272,145,4.2432
2420,3490,0,19,758,5,2001,1430,40,Truck (<=10000 lbs.),39,Not Deployed,165,0,Female,64,174,348,315,6.0552
2421,1170,-5,-26,222,2,2006,1740,30,Passenger Car,22,Deployed,183,0,Male,82,147,253,145,3.7191
2422,1500,0,-38,176,5,2009,1840,40,Passenger Car,61,Deployed,178,3,Male,64,158,278,135,4.3924
2423,1840,-6,32,1495,5,2003,1500,40,Truck (<=6000 lbs.),62,Not Deployed,165,1,Female,70,142,272,305,3.8624
2424,1650,8,-12,93,3,2008,1320,55,Truck (<=6000 lbs.),44,Not Deployed,163,0,Female,69,154,264,135,4.0656
2425,1850,0,28,483,5,2002,1550,40,Truck (<=6000 lbs.),67,Not Deployed,175,0,Female,68,151,269,315,4.0619
2426,2030,0,-37,1151,2,2004,1410,30,Truck (<=6000 lbs.),79,Deployed,170,4,Male,73,170,296,85,5.032
2427,3360,7,-4,155,2,2001,1170,30,Truck (<=10000 lbs.),22,Not Deployed,157,1,Female,59,174,396,75,6.8904
2428,1400,-8,-29,2158,3,2007,1000,55,Truck (<=6000 lbs.),56,Deployed,178,3,Male,91,151,264,135,3.9864
2429,1530,3,-19,222,3,2001,1750,30,Passenger Car,61,Deployed,155,0,Female,66,157,277,125,4.3489
2430,1550,0,-12,101,3,2002,2010,45,Passenger Car,75,Not Deployed,157,0,Female,45,156,272,135,4.2432
2431,2320,-7,-6,60,3,2008,1740,25,Truck (<=10000 lbs.),41,Not Deployed,185,1,Male,122,170,343,185,5.831
2432,1620,0,-39,546,4,2003,2080,45,Truck (<=6000 lbs.),25,Deployed,170,1,Female,77,150,262,135,3.93
2433,1350,5,-13,409,4,2007,1840,45,Passenger Car,35,Not Deployed,168,0,Female,79,149,262,125,3.9038
2434,1530,15,-18,406,2,2003,2610,45,Passenger Car,75,Deployed,165,1,Female,59,156,282,95,4.3992
2435,2610,-2,-14,489,2,2007,1530,45,Truck (<=10000 lbs.),40,Deployed,178,0,Male,79,173,330,145,5.709
2436,1310,0,-22,117,2,2007,1750,50,Passenger Car,65,Not Deployed,163,0,Female,63,150,270,135,4.05
2437,1820,13,-2,416,2,2006,1280,25,Passenger Car,75,Not Deployed,173,1,Female,73,158,294,55,4.6452
2438,1640,0,-55,1625,4,2006,2340,50,Truck (<=6000 lbs.),19,Not Deployed,163,0,Female,50,154,264,135,4.0656
2439,1530,-13,-2,198,5,2009,1600,45,Passenger Car,20,Deployed,170,1,Female,64,155,278,215,4.309
2440,1300,0,-10,22,5,2009,1520,45,Passenger Car,18,Deployed,160,0,Female,48,152,264,135,4.0128
2441,1520,0,8,67,5,2001,1300,45,Passenger Car,24,Not Deployed,183,2,Male,77,157,276,315,4.3332
2442,1550,-5,-15,180,2,2007,1800,35,Passenger Car,34,Not Deployed,160,1,Female,84,157,277,155,4.3489
2443,1580,0,-21,171,3,2005,1490,55,Passenger Car,55,Not Deployed,178,1,Male,74,154,272,135,4.1888
2444,1490,0,22,434,3,2005,1580,55,Passenger Car,30,Not Deployed,160,0,Female,54,151,267,315,4.0317
2445,1550,16,-6,268,3,2007,1490,45,Passenger Car,40,Not Deployed,170,1,Female,109,157,277,65,4.3489
2446,1490,-3,-17,137,2,2007,1550,45,Passenger Car,64,Deployed,165,0,Female,100,154,272,145,4.1888
2447,1240,5,-15,236,5,2003,1410,45,Passenger Car,21,Deployed,173,1,Female,80,148,262,115,3.8776
2448,1410,-14,-5,121,2,2005,1240,45,Passenger Car,57,Not Deployed,175,1,Female,102,151,272,205,4.1072
2449,1430,6,7,113,4,2001,1410,45,Passenger Car,18,Not Deployed,168,1,Female,64,150,272,355,4.08
2450,1660,-9,-8,236,3,2008,2450,25,Truck (<=6000 lbs.),22,Not Deployed,185,0,Male,68,160,262,185,4.192
2451,2450,0,-8,143,3,2002,1660,25,Truck (<=10000 lbs.),18,Not Deployed,175,0,Male,73,168,302,135,5.0736
2452,1540,0,39,1239,2,2009,1860,45,Passenger Car,35,Deployed,165,1,Female,82,157,273,315,4.2861
2453,1650,-8,2,371,3,2003,1260,25,Passenger Car,58,Not Deployed,170,0,Female,68,156,286,185,4.4616
2454,1460,0,-17,163,4,2004,1650,35,Passenger Car,52,Deployed,170,0,Male,57,151,256,135,3.8656
2455,1650,0,16,169,4,2009,1460,35,Passenger Car,45,Not Deployed,157,1,Female,54,155,272,315,4.216
2456,2050,-5,-26,743,4,2001,1850,40,Truck (<=10000 lbs.),46,Deployed,183,3,Male,91,157,294,145,4.6158
2457,1350,-12,-34,1118,3,2009,1790,45,Passenger Car,24,Deployed,155,1,Female,54,153,268,155,4.1004
2458,2240,-14,-12,232,5,2002,1250,50,Truck (<=10000 lbs.),27,Deployed,163,1,Female,115,166,295,165,4.897
2459,1550,3,19,179,2,2003,2170,50,Truck (<=6000 lbs.),54,Not Deployed,163,0,Female,68,158,258,325,4.0764
2460,2320,12,-20,150,4,2005,1400,55,Truck (<=10000 lbs.),58,Not Deployed,163,0,Female,79,163,303,115,4.9389
2461,1520,8,13,98,2,2005,1650,65,Passenger Car,52,Not Deployed,163,0,Female,64,158,272,345,4.2976
2462,1650,-5,-13,210,2,2007,1520,65,Passenger Car,30,Deployed,183,2,Male,77,157,282,155,4.4274
2463,1440,0,-22,310,3,2008,1800,65,Passenger Car,42,Deployed,180,1,Female,98,154,273,135,4.2042
2464,1920,2,-13,134,4,2003,1490,45,Truck (<=6000 lbs.),21,Not Deployed,183,0,Male,84,149,320,125,4.768
2465,2040,0,-5,380,3,2003,1770,35,Truck (<=10000 lbs.),47,Not Deployed,180,0,Male,107,165,305,165,5.0325
2466,1820,0,37,771,5,2004,2610,50,Truck (<=6000 lbs.),53,Not Deployed,155,1,Female,61,151,269,315,4.0619
2467,1420,29,-5,574,2,2003,2100,45,Passenger Car,19,Not Deployed,185,2,Male,82,153,257,55,3.9321
2468,1300,-23,-4,73,3,2004,1890,25,Passenger Car,64,Not Deployed,170,0,Female,73,153,260,215,3.978
2469,1410,3,-1,188,3,2007,1640,55,Truck (<=6000 lbs.),20,Not Deployed,163,2,Female,57,148,262,325,3.8776
2470,1420,-14,-17,243,4,2008,2240,45,Passenger Car,16,Deployed,173,2,Male,73,152,264,175,4.0128
2471,2240,5,-13,464,4,2002,1420,45,Truck (<=10000 lbs.),19,Deployed,175,1,Male,68,166,295,115,4.897
2472,1450,-22,-26,638,2,2006,2030,35,Passenger Car,22,Deployed,163,0,Female,54,156,273,175,4.2588
2473,1270,0,-9,197,2,2008,1650,45,Passenger Car,18,Not Deployed,157,0,Female,59,154,265,175,4.081
2474,1440,1,8,67,2,2003,1240,70,Passenger Car,55,Not Deployed,157,0,Female,91,150,251,325,3.765
2475,1560,-10,-26,1401,4,2004,1560,45,Passenger Car,20,Deployed,183,1,Male,75,156,281,155,4.3836
2476,1560,25,-15,189,3,2009,1560,30,Passenger Car,22,Not Deployed,170,1,Female,96,152,284,75,4.3168
2477,2260,-2,14,558,4,2002,1290,45,Truck (<=10000 lbs.),25,Not Deployed,183,2,Male,109,173,357,195,6.1761
2478,1650,16,-19,749,3,2008,1520,25,Passenger Car,54,Not Deployed,157,1,Female,59,158,281,95,4.4398
2479,1520,-11,-29,548,4,2001,1650,45,Passenger Car,43,Not Deployed,152,2,Female,50,157,276,155,4.3332
2480,1270,12,-14,311,2,2007,1490,50,Passenger Car,68,Not Deployed,168,2,Female,66,152,264,95,4.0128
2481,2480,-7,-19,601,2,2001,1860,55,Truck (<=10000 lbs.),29,Not Deployed,175,1,Male,73,174,348,155,6.0552
2482,1550,-12,-22,793,2,2008,1520,25,Passenger Car,30,Not Deployed,168,0,Female,98,152,285,165,4.332
2483,2050,0,-25,767,5,2004,1630,45,Truck (<=6000 lbs.),45,Not Deployed,157,1,Female,73,158,287,135,4.5346
2484,1470,4,-11,291,5,2005,1790,50,Passenger Car,16,Deployed,178,1,Male,79,148,272,105,4.0256
2485,1880,18,15,310,4,2004,1700,65,Truck (<=6000 lbs.),69,Not Deployed,165,2,Female,60,158,279,5,4.4082
2486,2330,-24,3,283,2,2001,1360,25,Truck (<=10000 lbs.),16,Not Deployed,183,0,Male,77,166,303,215,5.0298
2487,1520,0,-19,371,5,2008,2130,50,Passenger Car,19,Not Deployed,180,0,Male,79,159,272,135,4.3248
2488,1920,14,-8,154,3,2004,1640,40,Truck (<=6000 lbs.),43,Not Deployed,157,1,Female,59,158,271,75,4.2818
2489,2180,6,-11,109,3,2008,1850,35,Truck (<=6000 lbs.),61,Not Deployed,175,0,Male,79,162,291,105,4.7142
2490,1830,3,-16,164,2,2004,1920,50,Truck (<=6000 lbs.),32,Not Deployed,160,1,Female,52,159,305,125,4.8495
2491,1470,-30,-27,195,4,2002,1140,50,Passenger Car,37,Not Deployed,175,0,Male,79,152,275,135,4.18
2492,1210,-28,-48,2163,3,2003,2690,45,Passenger Car,15,Deployed,152,2,Female,45,147,261,165,3.8367
2493,2690,4,-25,569,4,2004,1210,45,Truck (<=10000 lbs.),60,Deployed,196,0,Male,113,174,397,125,6.9078
2494,1460,6,-11,54,3,2007,1880,25,Passenger Car,19,Deployed,168,0,Female,91,151,258,145,3.8958
2495,1880,0,-28,115,3,2007,1460,25,Truck (<=6000 lbs.),21,Not Deployed,170,1,Female,68,158,279,125,4.4082
2496,1170,2,-25,47,4,2008,1940,55,Passenger Car,58,Not Deployed,173,0,Male,77,147,259,135,3.8073
2497,1760,10,-2,57,4,2006,1570,55,Truck (<=6000 lbs.),59,Not Deployed,173,0,Male,74,155,262,55,4.061
2498,1620,19,-3,283,2,2009,1860,45,Passenger Car,37,Not Deployed,160,0,Female,100,157,275,55,4.3175
2499,1860,-3,-16,209,4,2001,1620,45,Passenger Car,66,Not Deployed,180,0,Male,150,163,299,145,4.8737
2500,1330,19,-7,303,2,2005,1950,45,Passenger Car,49,Not Deployed,160,0,Female,61,149,262,65,3.9038
2501,1580,0,-55,3257,2,2006,1770,45,Passenger Car,47,Deployed,178,3,Female,68,155,276,135,4.278
2502,1450,10,16,310,3,2004,1370,45,Passenger Car,31,Not Deployed,163,1,Female,59,150,272,345,4.08
2503,1290,14,-38,515,2,2007,2110,45,Passenger Car,19,Deployed,170,0,Male,77,148,262,115,3.8776
2504,2110,-8,-23,1044,4,2004,1290,40,Truck (<=10000 lbs.),36,Deployed,173,0,Male,84,166,363,155,6.0258
2505,2020,0,-19,194,4,2002,2220,45,Truck (<=6000 lbs.),25,Not Deployed,160,0,Female,64,155,289,135,4.4795
2506,2060,-21,-17,1071,4,2003,2040,35,Truck (<=6000 lbs.),19,Not Deployed,163,1,Female,59,158,287,185,4.5346
2507,1670,0,-43,983,2,2001,1290,55,Truck (<=6000 lbs.),68,Deployed,188,2,Male,88,156,284,125,4.4304
2508,1440,0,29,883,6,2004,1400,45,Passenger Car,45,Not Deployed,168,1,Female,75,152,270,315,4.104
2509,1550,16,4,408,4,2008,1700,45,Passenger Car,31,Deployed,155,1,Female,60,152,284,125,4.3168
2510,2370,-3,-9,146,3,2003,1410,50,Truck (<=10000 lbs.),43,Not Deployed,152,1,Female,59,168,330,155,5.544
2511,1410,6,-16,164,4,2005,2370,50,Passenger Car,49,Not Deployed,175,1,Male,79,150,272,115,4.08
2512,1430,8,-44,2354,2,2007,1420,55,Passenger Car,47,Deployed,158,0,Female,73,155,278,125,4.309
2513,1700,-2,-13,99,3,2007,1710,40,Truck (<=6000 lbs.),68,Not Deployed,170,0,Female,72,157,272,145,4.2704
2514,1520,-3,-16,131,4,2001,1740,35,Passenger Car,23,Not Deployed,178,0,Male,79,158,276,145,4.3608
2515,1280,0,-22,283,4,2007,1320,45,Passenger Car,16,Not Deployed,155,1,Female,82,146,262,135,3.8252
2516,1880,11,-10,361,2,2007,2020,25,Truck (<=6000 lbs.),29,Not Deployed,163,2,Female,61,158,277,85,4.3766
2517,2020,-9,-11,195,4,2006,1880,25,Truck (<=6000 lbs.),35,Not Deployed,165,1,Female,69,158,287,175,4.5346
2518,1420,-11,-13,199,3,2003,1860,55,Passenger Car,63,Not Deployed,165,0,Male,66,155,280,175,4.34
2519,1800,8,-14,246,2,2005,1390,45,Truck (<=6000 lbs.),55,Not Deployed,183,0,Male,132,162,288,105,4.6656
2520,2000,18,-3,520,2,2006,2300,25,Truck (<=6000 lbs.),22,Not Deployed,185,0,Male,98,158,279,55,4.4082
2521,1390,12,-14,288,4,2001,1780,45,Passenger Car,34,Not Deployed,168,1,Female,125,150,272,95,4.08
2522,1260,-4,-11,802,5,2009,1500,50,Passenger Car,18,Not Deployed,175,0,Female,64,151,270,135,4.077
2523,2450,-12,-16,16,2,2007,1250,40,Truck (<=10000 lbs.),48,Not Deployed,152,1,Female,73,173,313,155,5.4149
2524,1420,39,-6,314,5,2003,1560,45,Passenger Car,37,Not Deployed,180,1,Male,86,153,257,95,3.9321
2525,1880,0,-22,163,3,2005,1550,65,Truck (<=6000 lbs.),39,Not Deployed,183,0,Male,61,158,279,135,4.4082
2526,1980,-3,-8,115,2,2004,1820,55,Truck (<=6000 lbs.),37,Not Deployed,180,0,Male,70,161,307,155,4.9427
2527,1270,-17,-10,507,5,2007,2000,45,Passenger Car,20,Not Deployed,160,1,Female,51,149,262,195,3.9038
2528,2000,6,-11,98,2,2003,1270,25,Truck (<=6000 lbs.),22,Not Deployed,178,0,Male,91,162,285,105,4.617
2529,1620,9,-8,170,2,2007,1230,25,Passenger Car,23,Not Deployed,165,0,Female,57,157,278,85,4.3646
2530,2530,2,-11,169,2,2005,1800,25,Truck (<=10000 lbs.),68,Not Deployed,191,0,Male,113,167,330,145,5.511
2531,1530,-7,-10,173,5,2009,1460,50,Passenger Car,44,Not Deployed,160,1,Female,102,155,278,185,4.309
2532,1690,0,-23,286,2,2007,1530,45,Truck (<=6000 lbs.),38,Deployed,188,1,Male,98,161,323,135,5.2003
2533,1210,0,-12,71,2,2001,1760,55,Passenger Car,42,Not Deployed,183,0,Male,116,145,264,135,3.828
2534,1170,-13,-16,194,4,2003,1830,45,Passenger Car,25,Deployed,180,1,Male,73,149,262,175,3.9038
2535,1240,7,-19,267,5,2006,1890,50,Passenger Car,24,Deployed,163,0,Female,50,148,262,115,3.8776
2536,1890,-11,7,306,5,2001,1240,45,Truck (<=6000 lbs.),20,Not Deployed,168,0,Male,57,152,270,255,4.104
2537,1220,6,-25,545,2,2007,1430,35,Passenger Car,23,Deployed,165,2,Female,68,152,264,135,4.0128
2538,2000,11,4,118,4,2004,2100,45,Truck (<=6000 lbs.),44,Not Deployed,168,1,Female,100,155,289,25,4.4795
2539,2100,-4,-11,241,4,2008,2000,45,Truck (<=10000 lbs.),59,Deployed,178,1,Male,84,170,310,155,5.27
2540,1800,-1,-7,34,2,2001,1230,50,Truck (<=6000 lbs.),22,Not Deployed,168,0,Female,59,152,265,145,4.028
2541,1230,5,-9,92,2,2007,1800,50,Passenger Car,22,Not Deployed,160,1,Female,59,151,270,105,4.077
2542,1450,6,-17,341,4,2001,1170,45,Truck (<=6000 lbs.),75,Deployed,163,0,Female,91,153,262,115,4.0086
2543,1170,-20,-12,219,2,2008,1450,25,Passenger Car,49,Deployed,150,1,Female,54,147,260,195,3.822
2544,1870,13,-22,724,1,2002,2590,55,Truck (<=6000 lbs.),33,Deployed,165,2,Female,70,162,307,105,4.9734
2545,2590,-10,-16,295,2,2008,1870,55,Truck (<=10000 lbs.),29,Deployed,163,0,Female,52,173,330,165,5.709
